figure_id,panel_id,plot_role,row_id,citation_short,measured_or_model,marker_group,load_model_id,x_variable,y_variable,x_value,y_value,rho_L,Gamma_div,rho_L_class,visual_encoding,source_table,claim_supported,caveat
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,0.03,0.9708737864,0.03,0.9708737864,low_lt_0p25,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,1.69958291,0.3704275932,1.69958291,0.3704275932,high_gte_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,1.781265462,0.3595485629,1.781265462,0.3595485629,high_gte_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,1.866873707,0.348812017,1.866873707,0.348812017,high_gte_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,1.956596314,0.3382267628,1.956596314,0.3382267628,high_gte_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,2.050631021,0.327801033,2.050631021,0.327801033,high_gte_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,2.149185069,0.3175424683,2.149185069,0.3175424683,high_gte_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,2.252475659,0.3074581042,2.252475659,0.3074581042,high_gte_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,2.360730431,0.2975543622,2.360730431,0.2975543622,high_gte_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,2.474187966,0.2878370456,2.474187966,0.2878370456,high_gte_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,2.59309831,0.2783113385,2.59309831,0.2783113385,high_gte_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,2.717723527,0.2689818091,2.717723527,0.2689818091,high_gte_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,2.848338276,0.2598524164,2.848338276,0.2598524164,high_gte_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,2.985230415,0.2509265201,2.985230415,0.2509265201,high_gte_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,3.128701639,0.242206894,3.128701639,0.242206894,high_gte_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,3.27906814,0.2336957411,3.27906814,0.2336957411,high_gte_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,3.436661308,0.2253947125,3.436661308,0.2253947125,high_gte_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,3.601828459,0.2173049276,3.601828459,0.2173049276,high_gte_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,3.774933602,0.2094269959,3.774933602,0.2094269959,high_gte_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,3.956358238,0.2017610415,3.956358238,0.2017610415,high_gte_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,4.146502207,0.1943067271,4.146502207,0.1943067271,high_gte_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,4.345784561,0.1870632811,4.345784561,0.1870632811,high_gte_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,4.554644496,0.1800295232,4.554644496,0.1800295232,high_gte_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,4.773542312,0.1732038922,4.773542312,0.1732038922,high_gte_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,5.002960434,0.1665844729,5.002960434,0.1665844729,high_gte_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,5.243404473,0.1601690239,5.243404473,0.1601690239,high_gte_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,5.495404336,0.1539550039,5.495404336,0.1539550039,high_gte_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,5.759515401,0.1479395993,5.759515401,0.1479395993,high_gte_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,6.036319737,0.1421197497,6.036319737,0.1421197497,high_gte_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,6.326427386,0.1364921738,6.326427386,0.1364921738,high_gte_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,6.630477712,0.1310533937,6.630477712,0.1310533937,high_gte_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,6.949140803,0.1257997593,6.949140803,0.1257997593,high_gte_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,7.283118954,0.1207274706,7.283118954,0.1207274706,high_gte_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,7.633148212,0.1158325996,7.633148212,0.1158325996,high_gte_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,8,0.1111111111,8,0.1111111111,high_gte_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,source_native_summary_anchor,harnett_2012_summary_model_anchor,Harnett et al. 2012 Nature,model_summary,harnett_2012_summary_model_anchor,source_native,rho_L_source_native,Gamma_div_source_native,4,0.2,4,0.2,high_gte_0p75,red triangle model/proxy,phase2a_source_native_calculations.csv,Summary anchors occupy distinct source-native rho_L regimes.,Summary/model anchors only; no per-spine claim.
phase2a_summary_route1_decision_gate,A,source_native_summary_anchor,popovic_2015_measured_summary_anchor,Popovic et al. 2015 Nat Commun,measured_summary,popovic_2015_measured_summary_anchor,source_native,rho_L_source_native,Gamma_div_source_native,0.09818181818,0.9105960265,0.09818181818,0.9105960265,low_lt_0p25,blue circle measured summary,phase2a_source_native_calculations.csv,Summary anchors occupy distinct source-native rho_L regimes.,Summary/model anchors only; no per-spine claim.
phase2a_summary_route1_decision_gate,A,source_native_summary_anchor,popovic_2015_model_fit_reference,Popovic et al. 2015 Nat Commun,model_summary,popovic_2015_model_fit_reference,source_native,rho_L_source_native,Gamma_div_source_native,0.07180851064,0.9330024814,0.07180851064,0.9330024814,low_lt_0p25,gray square model fit,phase2a_source_native_calculations.csv,Summary anchors occupy distinct source-native rho_L regimes.,Summary/model anchors only; no per-spine claim.
phase2a_summary_route1_decision_gate,B,load_model_class_cell,harnett_2012_summary_model_anchor,Harnett et al. 2012 Nature,model_summary,Harnett_summary_model,source_native,load_model_index,summary_anchor_index,0,0,4,0.2,high_gte_0p75,heatmap class high_gte_0p75,phase2a_load_model_calculations.csv,Summary-anchor regime separation persists across the four Phase 2a load models.,Four-model decision gate only; not a broad sensitivity sweep.
phase2a_summary_route1_decision_gate,B,load_model_class_cell,popovic_2015_measured_summary_anchor,Popovic et al. 2015 Nat Commun,measured_summary,Popovic_measured_summary,source_native,load_model_index,summary_anchor_index,0,1,0.09818181818,0.9105960265,low_lt_0p25,heatmap class low_lt_0p25,phase2a_load_model_calculations.csv,Summary-anchor regime separation persists across the four Phase 2a load models.,Four-model decision gate only; not a broad sensitivity sweep.
phase2a_summary_route1_decision_gate,B,load_model_class_cell,popovic_2015_model_fit_reference,Popovic et al. 2015 Nat Commun,model_summary,Popovic_model_fit,source_native,load_model_index,summary_anchor_index,0,2,0.07180851064,0.9330024814,low_lt_0p25,heatmap class low_lt_0p25,phase2a_load_model_calculations.csv,Summary-anchor regime separation persists across the four Phase 2a load models.,Four-model decision gate only; not a broad sensitivity sweep.
phase2a_summary_route1_decision_gate,B,load_model_class_cell,harnett_2012_summary_model_anchor,Harnett et al. 2012 Nature,model_summary,Harnett_summary_model,common_SPINE_baseline_144p487,load_model_index,summary_anchor_index,1,0,3.460518939,0.2241891613,high_gte_0p75,heatmap class high_gte_0p75,phase2a_load_model_calculations.csv,Summary-anchor regime separation persists across the four Phase 2a load models.,Four-model decision gate only; not a broad sensitivity sweep.
phase2a_summary_route1_decision_gate,B,load_model_class_cell,popovic_2015_measured_summary_anchor,Popovic et al. 2015 Nat Commun,measured_summary,Popovic_measured_summary,common_SPINE_baseline_144p487,load_model_index,summary_anchor_index,1,1,0.1868680227,0.842553663,low_lt_0p25,heatmap class low_lt_0p25,phase2a_load_model_calculations.csv,Summary-anchor regime separation persists across the four Phase 2a load models.,Four-model decision gate only; not a broad sensitivity sweep.
phase2a_summary_route1_decision_gate,B,load_model_class_cell,popovic_2015_model_fit_reference,Popovic et al. 2015 Nat Commun,model_summary,Popovic_model_fit,common_SPINE_baseline_144p487,load_model_index,summary_anchor_index,1,2,0.2803020341,0.7810656965,intermediate_0p25_to_lt_0p75,heatmap class intermediate_0p25_to_lt_0p75,phase2a_load_model_calculations.csv,Summary-anchor regime separation persists across the four Phase 2a load models.,Four-model decision gate only; not a broad sensitivity sweep.
phase2a_summary_route1_decision_gate,B,load_model_class_cell,harnett_2012_summary_model_anchor,Harnett et al. 2012 Nature,model_summary,Harnett_summary_model,common_Harnett_model_125,load_model_index,summary_anchor_index,2,0,4,0.2,high_gte_0p75,heatmap class high_gte_0p75,phase2a_load_model_calculations.csv,Summary-anchor regime separation persists across the four Phase 2a load models.,Four-model decision gate only; not a broad sensitivity sweep.
phase2a_summary_route1_decision_gate,B,load_model_class_cell,popovic_2015_measured_summary_anchor,Popovic et al. 2015 Nat Commun,measured_summary,Popovic_measured_summary,common_Harnett_model_125,load_model_index,summary_anchor_index,2,1,0.216,0.8223684211,low_lt_0p25,heatmap class low_lt_0p25,phase2a_load_model_calculations.csv,Summary-anchor regime separation persists across the four Phase 2a load models.,Four-model decision gate only; not a broad sensitivity sweep.
phase2a_summary_route1_decision_gate,B,load_model_class_cell,popovic_2015_model_fit_reference,Popovic et al. 2015 Nat Commun,model_summary,Popovic_model_fit,common_Harnett_model_125,load_model_index,summary_anchor_index,2,2,0.324,0.7552870091,intermediate_0p25_to_lt_0p75,heatmap class intermediate_0p25_to_lt_0p75,phase2a_load_model_calculations.csv,Summary-anchor regime separation persists across the four Phase 2a load models.,Four-model decision gate only; not a broad sensitivity sweep.
phase2a_summary_route1_decision_gate,B,load_model_class_cell,harnett_2012_summary_model_anchor,Harnett et al. 2012 Nature,model_summary,Harnett_summary_model,common_Popovic_measured_275,load_model_index,summary_anchor_index,3,0,1.818181818,0.3548387097,high_gte_0p75,heatmap class high_gte_0p75,phase2a_load_model_calculations.csv,Summary-anchor regime separation persists across the four Phase 2a load models.,Four-model decision gate only; not a broad sensitivity sweep.
phase2a_summary_route1_decision_gate,B,load_model_class_cell,popovic_2015_measured_summary_anchor,Popovic et al. 2015 Nat Commun,measured_summary,Popovic_measured_summary,common_Popovic_measured_275,load_model_index,summary_anchor_index,3,1,0.09818181818,0.9105960265,low_lt_0p25,heatmap class low_lt_0p25,phase2a_load_model_calculations.csv,Summary-anchor regime separation persists across the four Phase 2a load models.,Four-model decision gate only; not a broad sensitivity sweep.
phase2a_summary_route1_decision_gate,B,load_model_class_cell,popovic_2015_model_fit_reference,Popovic et al. 2015 Nat Commun,model_summary,Popovic_model_fit,common_Popovic_measured_275,load_model_index,summary_anchor_index,3,2,0.1472727273,0.8716323296,low_lt_0p25,heatmap class low_lt_0p25,phase2a_load_model_calculations.csv,Summary-anchor regime separation persists across the four Phase 2a load models.,Four-model decision gate only; not a broad sensitivity sweep.
