dataset,source_file,quantity,summary_type,n,denominator,minimum,p05,q25,median,q75,p95,maximum,fraction,numerator,design_description,interpretation
phase05_global_uncertainty_N96,results/phase05/global_uncertainty_samples.csv,SMI,descriptive_percentile_range,96,96,0.0198904472387786,0.030270519536932397,0.05552737086132925,0.08129476342646019,0.10246361541650588,0.18981001681214849,0.2606140385439706,,,deterministic Latin-hypercube sensitivity design,descriptive range across sampled parameter combinations; not a confidence interval
phase2_standardized_nonexploratory,results/revision_restart/phase2/phase2_standardized_descriptor_table.csv,Gamma_h_to_s,descriptive_percentile_range,3584,3584,0.0158153098592066,0.06166924832376814,0.07417503775838774,0.0821391253576548,0.09241421992008017,0.29779186752729664,0.360137314354133,,,Phase 2 derived non-exploratory descriptor rows,descriptive range across sampled parameter combinations; not a confidence interval
phase2_standardized_nonexploratory,results/revision_restart/phase2/phase2_standardized_descriptor_table.csv,A_h_mV,descriptive_percentile_range,3584,3584,1.8069913723666868,2.1640430190286155,9.567147034824618,13.459316676254298,18.46770198510263,23.55547296369947,64.66924853019461,,,Phase 2 derived non-exploratory descriptor rows,descriptive range across sampled parameter combinations; not a confidence interval
phase2_standardized_nonexploratory,results/revision_restart/phase2/phase2_standardized_descriptor_table.csv,dynamic_SMI_abs,descriptive_percentile_range,3072,3584,0.0353288128034189,0.06239558872132518,0.10150585388788178,0.15027456870771985,0.21223837644674276,0.32949944256648783,0.5477846870550043,,,Phase 2 derived non-exploratory descriptor rows,descriptive range across sampled parameter combinations; not a confidence interval
phase2_standardized_nonexploratory,results/revision_restart/phase2/phase2_standardized_descriptor_table.csv,synaptic_conductance_scale,descriptive_percentile_range,3072,3584,0.5000016773791176,0.5360682251234319,0.7071740135760036,0.9996911689176899,1.4135736642476648,1.8648873409899402,1.997478376760725,,,Phase 2 derived non-exploratory descriptor rows,descriptive range across sampled parameter combinations; not a confidence interval
phase2_standardized_nonexploratory,results/revision_restart/phase2/phase2_standardized_descriptor_table.csv,fraction_low_SMI,design_fraction,3584,3584,,,,,,,,0.9366629464285714,3357,Phase 2 derived non-exploratory descriptor rows,fraction of sampled parameter combinations; not biological prevalence
phase2_standardized_nonexploratory,results/revision_restart/phase2/phase2_standardized_descriptor_table.csv,fraction_intermediate_SMI,design_fraction,3584,3584,,,,,,,,0.04185267857142857,150,Phase 2 derived non-exploratory descriptor rows,fraction of sampled parameter combinations; not biological prevalence
phase2_standardized_nonexploratory,results/revision_restart/phase2/phase2_standardized_descriptor_table.csv,fraction_high_SMI,design_fraction,3584,3584,,,,,,,,0.021484375,77,Phase 2 derived non-exploratory descriptor rows,fraction of sampled parameter combinations; not biological prevalence
phase05_1_radius_uncertainty_N96,results\phase05_1\radius_uncertainty_by_n.csv,class_flip_fraction,design_fraction,96,96,,,,,,,,0.21875,21,deterministic radius-error sensitivity offsets,class changes under assumed radius-error model; not biological prevalence
phase05_1_radius_uncertainty_N192,results\phase05_1\radius_uncertainty_by_n.csv,class_flip_fraction,design_fraction,192,192,,,,,,,,0.2291666666666666,44,deterministic radius-error sensitivity offsets,class changes under assumed radius-error model; not biological prevalence
phase05_1_radius_uncertainty_N384,results\phase05_1\radius_uncertainty_by_n.csv,class_flip_fraction,design_fraction,384,384,,,,,,,,0.2291666666666666,88,deterministic radius-error sensitivity offsets,class changes under assumed radius-error model; not biological prevalence
phase05_1_radius_uncertainty_N768,results\phase05_1\radius_uncertainty_by_n.csv,class_flip_fraction,design_fraction,768,768,,,,,,,,0.2395833333333333,184,deterministic radius-error sensitivity offsets,class changes under assumed radius-error model; not biological prevalence
phase05_1_counterexample_N96,results\phase05_1\counterexample_prevalence_by_n.csv,passive_iso_SMI_local_failure,design_fraction,96,219,,,,,,,,0.0,0,eligible pairs induced by deterministic uncertainty-design rows,fraction of eligible sampled parameter-pairs; not biological prevalence
phase05_1_counterexample_N96,results\phase05_1\counterexample_prevalence_by_n.csv,passive_iso_SMI_amplitude_failure,design_fraction,96,219,,,,,,,,0.6438356164383562,141,eligible pairs induced by deterministic uncertainty-design rows,fraction of eligible sampled parameter-pairs; not biological prevalence
phase05_1_counterexample_N96,results\phase05_1\counterexample_prevalence_by_n.csv,passive_iso_transfer_failure,design_fraction,96,1291,,,,,,,,0.1897753679318357,245,eligible pairs induced by deterministic uncertainty-design rows,fraction of eligible sampled parameter-pairs; not biological prevalence
phase05_1_counterexample_N96,results\phase05_1\counterexample_prevalence_by_n.csv,active_iso_SMI_local_failure,design_fraction,96,219,,,,,,,,0.0,0,eligible pairs induced by deterministic uncertainty-design rows,fraction of eligible sampled parameter-pairs; not biological prevalence
phase05_1_counterexample_N96,results\phase05_1\counterexample_prevalence_by_n.csv,active_amplitude_failure,design_fraction,96,219,,,,,,,,0.593607305936073,130,eligible pairs induced by deterministic uncertainty-design rows,fraction of eligible sampled parameter-pairs; not biological prevalence
phase05_1_counterexample_N96,results\phase05_1\counterexample_prevalence_by_n.csv,NMDA_induced_amplitude_failure,design_fraction,96,72,,,,,,,,0.0,0,eligible pairs induced by deterministic uncertainty-design rows,fraction of eligible sampled parameter-pairs; not biological prevalence
phase05_1_counterexample_N192,results\phase05_1\counterexample_prevalence_by_n.csv,passive_iso_SMI_local_failure,design_fraction,192,921,,,,,,,,0.0,0,eligible pairs induced by deterministic uncertainty-design rows,fraction of eligible sampled parameter-pairs; not biological prevalence
phase05_1_counterexample_N192,results\phase05_1\counterexample_prevalence_by_n.csv,passive_iso_SMI_amplitude_failure,design_fraction,192,921,,,,,,,,0.6351791530944625,585,eligible pairs induced by deterministic uncertainty-design rows,fraction of eligible sampled parameter-pairs; not biological prevalence
phase05_1_counterexample_N192,results\phase05_1\counterexample_prevalence_by_n.csv,passive_iso_transfer_failure,design_fraction,192,5043,,,,,,,,0.1931390045607773,974,eligible pairs induced by deterministic uncertainty-design rows,fraction of eligible sampled parameter-pairs; not biological prevalence
phase05_1_counterexample_N192,results\phase05_1\counterexample_prevalence_by_n.csv,active_iso_SMI_local_failure,design_fraction,192,921,,,,,,,,0.0,0,eligible pairs induced by deterministic uncertainty-design rows,fraction of eligible sampled parameter-pairs; not biological prevalence
phase05_1_counterexample_N192,results\phase05_1\counterexample_prevalence_by_n.csv,active_amplitude_failure,design_fraction,192,921,,,,,,,,0.5700325732899023,525,eligible pairs induced by deterministic uncertainty-design rows,fraction of eligible sampled parameter-pairs; not biological prevalence
phase05_1_counterexample_N192,results\phase05_1\counterexample_prevalence_by_n.csv,NMDA_induced_amplitude_failure,design_fraction,192,144,,,,,,,,0.0,0,eligible pairs induced by deterministic uncertainty-design rows,fraction of eligible sampled parameter-pairs; not biological prevalence
phase05_1_counterexample_N384,results\phase05_1\counterexample_prevalence_by_n.csv,passive_iso_SMI_local_failure,design_fraction,384,3700,,,,,,,,0.0,0,eligible pairs induced by deterministic uncertainty-design rows,fraction of eligible sampled parameter-pairs; not biological prevalence
phase05_1_counterexample_N384,results\phase05_1\counterexample_prevalence_by_n.csv,passive_iso_SMI_amplitude_failure,design_fraction,384,3700,,,,,,,,0.6467567567567568,2393,eligible pairs induced by deterministic uncertainty-design rows,fraction of eligible sampled parameter-pairs; not biological prevalence
phase05_1_counterexample_N384,results\phase05_1\counterexample_prevalence_by_n.csv,passive_iso_transfer_failure,design_fraction,384,21611,,,,,,,,0.1922631992966544,4155,eligible pairs induced by deterministic uncertainty-design rows,fraction of eligible sampled parameter-pairs; not biological prevalence
phase05_1_counterexample_N384,results\phase05_1\counterexample_prevalence_by_n.csv,active_iso_SMI_local_failure,design_fraction,384,3700,,,,,,,,0.0,0,eligible pairs induced by deterministic uncertainty-design rows,fraction of eligible sampled parameter-pairs; not biological prevalence
phase05_1_counterexample_N384,results\phase05_1\counterexample_prevalence_by_n.csv,active_amplitude_failure,design_fraction,384,3700,,,,,,,,0.5816216216216217,2152,eligible pairs induced by deterministic uncertainty-design rows,fraction of eligible sampled parameter-pairs; not biological prevalence
phase05_1_counterexample_N384,results\phase05_1\counterexample_prevalence_by_n.csv,NMDA_induced_amplitude_failure,design_fraction,384,288,,,,,,,,0.0,0,eligible pairs induced by deterministic uncertainty-design rows,fraction of eligible sampled parameter-pairs; not biological prevalence
phase05_1_counterexample_N768,results\phase05_1\counterexample_prevalence_by_n.csv,passive_iso_SMI_local_failure,design_fraction,768,15224,,,,,,,,0.0,0,eligible pairs induced by deterministic uncertainty-design rows,fraction of eligible sampled parameter-pairs; not biological prevalence
phase05_1_counterexample_N768,results\phase05_1\counterexample_prevalence_by_n.csv,passive_iso_SMI_amplitude_failure,design_fraction,768,15224,,,,,,,,0.6454282711508145,9826,eligible pairs induced by deterministic uncertainty-design rows,fraction of eligible sampled parameter-pairs; not biological prevalence
phase05_1_counterexample_N768,results\phase05_1\counterexample_prevalence_by_n.csv,passive_iso_transfer_failure,design_fraction,768,86123,,,,,,,,0.1830057011483575,15761,eligible pairs induced by deterministic uncertainty-design rows,fraction of eligible sampled parameter-pairs; not biological prevalence
phase05_1_counterexample_N768,results\phase05_1\counterexample_prevalence_by_n.csv,active_iso_SMI_local_failure,design_fraction,768,15224,,,,,,,,0.0,0,eligible pairs induced by deterministic uncertainty-design rows,fraction of eligible sampled parameter-pairs; not biological prevalence
phase05_1_counterexample_N768,results\phase05_1\counterexample_prevalence_by_n.csv,active_amplitude_failure,design_fraction,768,15224,,,,,,,,0.5782974251182343,8804,eligible pairs induced by deterministic uncertainty-design rows,fraction of eligible sampled parameter-pairs; not biological prevalence
phase05_1_counterexample_N768,results\phase05_1\counterexample_prevalence_by_n.csv,NMDA_induced_amplitude_failure,design_fraction,768,576,,,,,,,,0.0017361111111111,1,eligible pairs induced by deterministic uncertainty-design rows,fraction of eligible sampled parameter-pairs; not biological prevalence
