derived_file,source_file,source_columns_used,row_count,transformation,notes
phase1_divider_residual_summary_by_regime.csv,results\phase05_1\global_uncertainty_samples_N768.csv,R_neck_Mohm; R_in_d_Mohm; SMI; SMI_class; Gamma_h_to_d; Gamma_h_to_s; A_h_mV; Zin_50Hz_Mohm; Ztransfer_50Hz_Mohm; transfer_gain_50Hz; dynamic_SMI_abs_50Hz; active_Gamma_h_to_d; active_Gamma_h_to_s; active_A_h_mV; active_local_voltage_isolation; active_Zin_50Hz_Mohm; active_transfer_gain_50Hz; active_dynamic_SMI_abs_50Hz; AMPA_only_A_h_mV; NMDA_delta_A_h_fraction,768,descriptive summaries grouped by regime and active/passive label,Deterministic uncertainty-design rows; not biological samples.
phase1_divider_residual_summary_by_regime.csv,results\phase05_1\global_uncertainty_samples_N96.csv,R_neck_Mohm; R_in_d_Mohm; SMI; SMI_class; Gamma_h_to_d; Gamma_h_to_s; A_h_mV; Zin_50Hz_Mohm; Ztransfer_50Hz_Mohm; transfer_gain_50Hz; dynamic_SMI_abs_50Hz; active_Gamma_h_to_d; active_Gamma_h_to_s; active_A_h_mV; active_local_voltage_isolation; active_Zin_50Hz_Mohm; active_transfer_gain_50Hz; active_dynamic_SMI_abs_50Hz; AMPA_only_A_h_mV; NMDA_delta_A_h_fraction,96,descriptive summaries grouped by regime and active/passive label,Deterministic uncertainty-design rows; not biological samples.
phase1_divider_residual_summary_by_regime.csv,results\phase06\matched_baseline_comparisons.csv,scenario; protocol; baseline_protocol; R_neck_Mohm_value; R_neck_Mohm_baseline; R_neck_Mohm_delta; R_neck_Mohm_relative_delta; R_in_d_Mohm_value; R_in_d_Mohm_baseline; R_in_d_Mohm_delta; R_in_d_Mohm_relative_delta; SMI_value; SMI_baseline; SMI_delta; SMI_relative_delta; A_h_mV_value; A_h_mV_baseline; A_h_mV_delta; A_h_mV_relative_delta; Gamma_h_to_d_value; Gamma_h_to_d_baseline; Gamma_h_to_d_delta; Gamma_h_to_d_relative_delta; Gamma_h_to_s_value; Gamma_h_to_s_baseline; Gamma_h_to_s_delta; Gamma_h_to_s_relative_delta; active_frozen_Zin_50Hz_Mohm_value; active_frozen_Zin_50Hz_Mohm_baseline; active_frozen_Zin_50Hz_Mohm_delta; active_frozen_Zin_50Hz_Mohm_relative_delta,27,descriptive summaries grouped by regime and active/passive label,Comparison table uses *_value columns and may overlap scenario_metrics.
phase1_divider_residual_summary_by_regime.csv,results\phase06\mechanistic_decomposition.csv,SMI; A_h_mV; Gamma_h_to_d; Gamma_h_to_s; active_frozen_Zin_50Hz_Mohm; A_h_mV_delta_vs_baseline; Gamma_h_to_d_delta_vs_baseline; Gamma_h_to_s_delta_vs_baseline,8,descriptive summaries grouped by regime and active/passive label,Exploratory decomposition rows only.
phase1_divider_residual_summary_by_regime.csv,results\phase06\scenario_metrics.csv,scenario; protocol; R_neck_Mohm; R_in_d_Mohm; SMI; Zin_50Hz_Mohm; Ztransfer_50Hz_Mohm; transfer_gain_50Hz; dynamic_SMI_abs_50Hz; active_frozen_Zin_50Hz_Mohm; active_frozen_Ztransfer_50Hz_Mohm; A_h_mV; Gamma_h_to_d; Gamma_h_to_s,27,descriptive summaries grouped by regime and active/passive label,Exploratory supplemental scenarios only; no disease or clinical claim.
phase1_divider_residual_summary_by_regime.csv,results\phase06\scenario_uncertainty_samples.csv,scenario; protocol; R_neck_Mohm; R_in_d_Mohm; SMI; Zin_50Hz_Mohm; Ztransfer_50Hz_Mohm; transfer_gain_50Hz; dynamic_SMI_abs_50Hz; active_frozen_Zin_50Hz_Mohm; active_frozen_Ztransfer_50Hz_Mohm; A_h_mV; Gamma_h_to_d; Gamma_h_to_s,72,descriptive summaries grouped by regime and active/passive label,N=8 per exploratory scenario sensitivity screen; no biological inference.
phase1_baseline_target_residuals.csv,results\phase02\Figure2_representative_summary.csv,condition; neck_resistance_Mohm; R_in_d_Mohm; SMI; A_h_mV; Gamma_h_to_d; Gamma_h_to_s; peak_neck_current_pA_head_to_dendrite,3,subset of low/intermediate/high baseline target cases,
phase1_baseline_target_residuals.csv,results\phase02\Figure3_geometry_sweep.csv,neck_resistance_Mohm; R_in_d_Mohm; SMI; Gamma_h_to_s; Gamma_h_to_d; A_h_mV,400,subset of low/intermediate/high baseline target cases,
phase1_baseline_target_residuals.csv,results\phase02\Figure4_matched_neck_heterogeneous_load.csv,neck_resistance_Mohm; R_in_d_Mohm; SMI; Gamma_h_to_s; Gamma_h_to_d; A_h_mV,30,subset of low/intermediate/high baseline target cases,
phase1_baseline_target_residuals.csv,results\phase02\convergence_dt_intermediate.csv,condition; SMI; A_h_mV; Gamma_h_to_d; Gamma_h_to_s; A_h_mV_abs_diff_vs_0_0025_ms; Gamma_h_to_d_abs_diff_vs_0_0025_ms; Gamma_h_to_s_abs_diff_vs_0_0025_ms,4,subset of low/intermediate/high baseline target cases,Validation rows repeat the intermediate reference condition across dt.
phase1_baseline_target_residuals.csv,results\phase03\smi_challenge_suite.csv,case; R_neck_Mohm; R_in_d_Mohm; SMI; A_h_mV; Gamma_h_to_d; Gamma_h_to_s; Zin_50Hz_Mohm; Ztransfer_50Hz_Mohm; transfer_gain_50Hz,24,subset of low/intermediate/high baseline target cases,
phase1_baseline_target_residuals.csv,results\phase03\spatial_convergence.csv,R_in_d_Mohm; SMI; A_h_mV; Gamma_h_to_d; Gamma_h_to_s; Gamma_h_to_s_rel_diff_vs_32seg,4,subset of low/intermediate/high baseline target cases,"Spatial convergence rows are validation rows, not independent biological samples."
phase1_baseline_target_residuals.csv,results\phase04\active_smi_challenge_suite.csv,case; protocol; active_profile; R_neck_Mohm; R_in_d_Mohm; SMI; A_h_mV; Gamma_h_to_d; Gamma_h_to_s; Zin_50Hz_Mohm; transfer_gain_50Hz; active_frozen_Zin_50Hz_Mohm; active_frozen_transfer_gain_50Hz; active_profile_channel_count,47,subset of low/intermediate/high baseline target cases,
phase1_baseline_target_residuals.csv,results\phase05\global_uncertainty_samples.csv,R_neck_Mohm; R_in_d_Mohm; SMI; SMI_class; Gamma_h_to_d; Gamma_h_to_s; A_h_mV; Zin_50Hz_Mohm; Ztransfer_50Hz_Mohm; transfer_gain_50Hz; dynamic_SMI_abs_50Hz; active_Gamma_h_to_d; active_Gamma_h_to_s; active_A_h_mV; active_local_voltage_isolation; active_Zin_50Hz_Mohm; active_transfer_gain_50Hz; active_dynamic_SMI_abs_50Hz; AMPA_only_A_h_mV; NMDA_delta_A_h_fraction,96,subset of low/intermediate/high baseline target cases,Deterministic uncertainty-design rows; not biological samples.
phase1_baseline_target_residuals.csv,results\phase05_1\global_uncertainty_samples_N192.csv,R_neck_Mohm; R_in_d_Mohm; SMI; SMI_class; Gamma_h_to_d; Gamma_h_to_s; A_h_mV; Zin_50Hz_Mohm; Ztransfer_50Hz_Mohm; transfer_gain_50Hz; dynamic_SMI_abs_50Hz; active_Gamma_h_to_d; active_Gamma_h_to_s; active_A_h_mV; active_local_voltage_isolation; active_Zin_50Hz_Mohm; active_transfer_gain_50Hz; active_dynamic_SMI_abs_50Hz; AMPA_only_A_h_mV; NMDA_delta_A_h_fraction,192,subset of low/intermediate/high baseline target cases,Deterministic uncertainty-design rows; not biological samples.
phase1_baseline_target_residuals.csv,results\phase05_1\global_uncertainty_samples_N384.csv,R_neck_Mohm; R_in_d_Mohm; SMI; SMI_class; Gamma_h_to_d; Gamma_h_to_s; A_h_mV; Zin_50Hz_Mohm; Ztransfer_50Hz_Mohm; transfer_gain_50Hz; dynamic_SMI_abs_50Hz; active_Gamma_h_to_d; active_Gamma_h_to_s; active_A_h_mV; active_local_voltage_isolation; active_Zin_50Hz_Mohm; active_transfer_gain_50Hz; active_dynamic_SMI_abs_50Hz; AMPA_only_A_h_mV; NMDA_delta_A_h_fraction,384,subset of low/intermediate/high baseline target cases,Deterministic uncertainty-design rows; not biological samples.
phase1_baseline_target_residuals.csv,results\phase05_1\global_uncertainty_samples_N768.csv,R_neck_Mohm; R_in_d_Mohm; SMI; SMI_class; Gamma_h_to_d; Gamma_h_to_s; A_h_mV; Zin_50Hz_Mohm; Ztransfer_50Hz_Mohm; transfer_gain_50Hz; dynamic_SMI_abs_50Hz; active_Gamma_h_to_d; active_Gamma_h_to_s; active_A_h_mV; active_local_voltage_isolation; active_Zin_50Hz_Mohm; active_transfer_gain_50Hz; active_dynamic_SMI_abs_50Hz; AMPA_only_A_h_mV; NMDA_delta_A_h_fraction,768,subset of low/intermediate/high baseline target cases,Deterministic uncertainty-design rows; not biological samples.
phase1_baseline_target_residuals.csv,results\phase05_1\global_uncertainty_samples_N96.csv,R_neck_Mohm; R_in_d_Mohm; SMI; SMI_class; Gamma_h_to_d; Gamma_h_to_s; A_h_mV; Zin_50Hz_Mohm; Ztransfer_50Hz_Mohm; transfer_gain_50Hz; dynamic_SMI_abs_50Hz; active_Gamma_h_to_d; active_Gamma_h_to_s; active_A_h_mV; active_local_voltage_isolation; active_Zin_50Hz_Mohm; active_transfer_gain_50Hz; active_dynamic_SMI_abs_50Hz; AMPA_only_A_h_mV; NMDA_delta_A_h_fraction,96,subset of low/intermediate/high baseline target cases,Deterministic uncertainty-design rows; not biological samples.
phase1_baseline_target_residuals.csv,results\phase06\matched_baseline_comparisons.csv,scenario; protocol; baseline_protocol; R_neck_Mohm_value; R_neck_Mohm_baseline; R_neck_Mohm_delta; R_neck_Mohm_relative_delta; R_in_d_Mohm_value; R_in_d_Mohm_baseline; R_in_d_Mohm_delta; R_in_d_Mohm_relative_delta; SMI_value; SMI_baseline; SMI_delta; SMI_relative_delta; A_h_mV_value; A_h_mV_baseline; A_h_mV_delta; A_h_mV_relative_delta; Gamma_h_to_d_value; Gamma_h_to_d_baseline; Gamma_h_to_d_delta; Gamma_h_to_d_relative_delta; Gamma_h_to_s_value; Gamma_h_to_s_baseline; Gamma_h_to_s_delta; Gamma_h_to_s_relative_delta; active_frozen_Zin_50Hz_Mohm_value; active_frozen_Zin_50Hz_Mohm_baseline; active_frozen_Zin_50Hz_Mohm_delta; active_frozen_Zin_50Hz_Mohm_relative_delta,27,subset of low/intermediate/high baseline target cases,Comparison table uses *_value columns and may overlap scenario_metrics.
phase1_baseline_target_residuals.csv,results\phase06\mechanistic_decomposition.csv,SMI; A_h_mV; Gamma_h_to_d; Gamma_h_to_s; active_frozen_Zin_50Hz_Mohm; A_h_mV_delta_vs_baseline; Gamma_h_to_d_delta_vs_baseline; Gamma_h_to_s_delta_vs_baseline,8,subset of low/intermediate/high baseline target cases,Exploratory decomposition rows only.
phase1_baseline_target_residuals.csv,results\phase06\scenario_metrics.csv,scenario; protocol; R_neck_Mohm; R_in_d_Mohm; SMI; Zin_50Hz_Mohm; Ztransfer_50Hz_Mohm; transfer_gain_50Hz; dynamic_SMI_abs_50Hz; active_frozen_Zin_50Hz_Mohm; active_frozen_Ztransfer_50Hz_Mohm; A_h_mV; Gamma_h_to_d; Gamma_h_to_s,27,subset of low/intermediate/high baseline target cases,Exploratory supplemental scenarios only; no disease or clinical claim.
phase1_baseline_target_residuals.csv,results\phase06\scenario_uncertainty_samples.csv,scenario; protocol; R_neck_Mohm; R_in_d_Mohm; SMI; Zin_50Hz_Mohm; Ztransfer_50Hz_Mohm; transfer_gain_50Hz; dynamic_SMI_abs_50Hz; active_frozen_Zin_50Hz_Mohm; active_frozen_Ztransfer_50Hz_Mohm; A_h_mV; Gamma_h_to_d; Gamma_h_to_s,72,subset of low/intermediate/high baseline target cases,N=8 per exploratory scenario sensitivity screen; no biological inference.
phase1_active_passive_residual_comparison.csv,results\phase02\Figure2_representative_summary.csv,condition; neck_resistance_Mohm; R_in_d_Mohm; SMI; A_h_mV; Gamma_h_to_d; Gamma_h_to_s; peak_neck_current_pA_head_to_dendrite,3,descriptive summaries grouped by active/passive label,
phase1_active_passive_residual_comparison.csv,results\phase02\Figure3_geometry_sweep.csv,neck_resistance_Mohm; R_in_d_Mohm; SMI; Gamma_h_to_s; Gamma_h_to_d; A_h_mV,400,descriptive summaries grouped by active/passive label,
phase1_active_passive_residual_comparison.csv,results\phase02\Figure4_matched_neck_heterogeneous_load.csv,neck_resistance_Mohm; R_in_d_Mohm; SMI; Gamma_h_to_s; Gamma_h_to_d; A_h_mV,30,descriptive summaries grouped by active/passive label,
phase1_active_passive_residual_comparison.csv,results\phase02\convergence_dt_intermediate.csv,condition; SMI; A_h_mV; Gamma_h_to_d; Gamma_h_to_s; A_h_mV_abs_diff_vs_0_0025_ms; Gamma_h_to_d_abs_diff_vs_0_0025_ms; Gamma_h_to_s_abs_diff_vs_0_0025_ms,4,descriptive summaries grouped by active/passive label,Validation rows repeat the intermediate reference condition across dt.
phase1_active_passive_residual_comparison.csv,results\phase03\smi_challenge_suite.csv,case; R_neck_Mohm; R_in_d_Mohm; SMI; A_h_mV; Gamma_h_to_d; Gamma_h_to_s; Zin_50Hz_Mohm; Ztransfer_50Hz_Mohm; transfer_gain_50Hz,24,descriptive summaries grouped by active/passive label,
phase1_active_passive_residual_comparison.csv,results\phase03\spatial_convergence.csv,R_in_d_Mohm; SMI; A_h_mV; Gamma_h_to_d; Gamma_h_to_s; Gamma_h_to_s_rel_diff_vs_32seg,4,descriptive summaries grouped by active/passive label,"Spatial convergence rows are validation rows, not independent biological samples."
phase1_active_passive_residual_comparison.csv,results\phase04\active_smi_challenge_suite.csv,case; protocol; active_profile; R_neck_Mohm; R_in_d_Mohm; SMI; A_h_mV; Gamma_h_to_d; Gamma_h_to_s; Zin_50Hz_Mohm; transfer_gain_50Hz; active_frozen_Zin_50Hz_Mohm; active_frozen_transfer_gain_50Hz; active_profile_channel_count,47,descriptive summaries grouped by active/passive label,
phase1_active_passive_residual_comparison.csv,results\phase05\global_uncertainty_samples.csv,R_neck_Mohm; R_in_d_Mohm; SMI; SMI_class; Gamma_h_to_d; Gamma_h_to_s; A_h_mV; Zin_50Hz_Mohm; Ztransfer_50Hz_Mohm; transfer_gain_50Hz; dynamic_SMI_abs_50Hz; active_Gamma_h_to_d; active_Gamma_h_to_s; active_A_h_mV; active_local_voltage_isolation; active_Zin_50Hz_Mohm; active_transfer_gain_50Hz; active_dynamic_SMI_abs_50Hz; AMPA_only_A_h_mV; NMDA_delta_A_h_fraction,96,descriptive summaries grouped by active/passive label,Deterministic uncertainty-design rows; not biological samples.
phase1_active_passive_residual_comparison.csv,results\phase05_1\global_uncertainty_samples_N192.csv,R_neck_Mohm; R_in_d_Mohm; SMI; SMI_class; Gamma_h_to_d; Gamma_h_to_s; A_h_mV; Zin_50Hz_Mohm; Ztransfer_50Hz_Mohm; transfer_gain_50Hz; dynamic_SMI_abs_50Hz; active_Gamma_h_to_d; active_Gamma_h_to_s; active_A_h_mV; active_local_voltage_isolation; active_Zin_50Hz_Mohm; active_transfer_gain_50Hz; active_dynamic_SMI_abs_50Hz; AMPA_only_A_h_mV; NMDA_delta_A_h_fraction,192,descriptive summaries grouped by active/passive label,Deterministic uncertainty-design rows; not biological samples.
phase1_active_passive_residual_comparison.csv,results\phase05_1\global_uncertainty_samples_N384.csv,R_neck_Mohm; R_in_d_Mohm; SMI; SMI_class; Gamma_h_to_d; Gamma_h_to_s; A_h_mV; Zin_50Hz_Mohm; Ztransfer_50Hz_Mohm; transfer_gain_50Hz; dynamic_SMI_abs_50Hz; active_Gamma_h_to_d; active_Gamma_h_to_s; active_A_h_mV; active_local_voltage_isolation; active_Zin_50Hz_Mohm; active_transfer_gain_50Hz; active_dynamic_SMI_abs_50Hz; AMPA_only_A_h_mV; NMDA_delta_A_h_fraction,384,descriptive summaries grouped by active/passive label,Deterministic uncertainty-design rows; not biological samples.
phase1_active_passive_residual_comparison.csv,results\phase05_1\global_uncertainty_samples_N768.csv,R_neck_Mohm; R_in_d_Mohm; SMI; SMI_class; Gamma_h_to_d; Gamma_h_to_s; A_h_mV; Zin_50Hz_Mohm; Ztransfer_50Hz_Mohm; transfer_gain_50Hz; dynamic_SMI_abs_50Hz; active_Gamma_h_to_d; active_Gamma_h_to_s; active_A_h_mV; active_local_voltage_isolation; active_Zin_50Hz_Mohm; active_transfer_gain_50Hz; active_dynamic_SMI_abs_50Hz; AMPA_only_A_h_mV; NMDA_delta_A_h_fraction,768,descriptive summaries grouped by active/passive label,Deterministic uncertainty-design rows; not biological samples.
phase1_active_passive_residual_comparison.csv,results\phase05_1\global_uncertainty_samples_N96.csv,R_neck_Mohm; R_in_d_Mohm; SMI; SMI_class; Gamma_h_to_d; Gamma_h_to_s; A_h_mV; Zin_50Hz_Mohm; Ztransfer_50Hz_Mohm; transfer_gain_50Hz; dynamic_SMI_abs_50Hz; active_Gamma_h_to_d; active_Gamma_h_to_s; active_A_h_mV; active_local_voltage_isolation; active_Zin_50Hz_Mohm; active_transfer_gain_50Hz; active_dynamic_SMI_abs_50Hz; AMPA_only_A_h_mV; NMDA_delta_A_h_fraction,96,descriptive summaries grouped by active/passive label,Deterministic uncertainty-design rows; not biological samples.
phase1_active_passive_residual_comparison.csv,results\phase06\matched_baseline_comparisons.csv,scenario; protocol; baseline_protocol; R_neck_Mohm_value; R_neck_Mohm_baseline; R_neck_Mohm_delta; R_neck_Mohm_relative_delta; R_in_d_Mohm_value; R_in_d_Mohm_baseline; R_in_d_Mohm_delta; R_in_d_Mohm_relative_delta; SMI_value; SMI_baseline; SMI_delta; SMI_relative_delta; A_h_mV_value; A_h_mV_baseline; A_h_mV_delta; A_h_mV_relative_delta; Gamma_h_to_d_value; Gamma_h_to_d_baseline; Gamma_h_to_d_delta; Gamma_h_to_d_relative_delta; Gamma_h_to_s_value; Gamma_h_to_s_baseline; Gamma_h_to_s_delta; Gamma_h_to_s_relative_delta; active_frozen_Zin_50Hz_Mohm_value; active_frozen_Zin_50Hz_Mohm_baseline; active_frozen_Zin_50Hz_Mohm_delta; active_frozen_Zin_50Hz_Mohm_relative_delta,27,descriptive summaries grouped by active/passive label,Comparison table uses *_value columns and may overlap scenario_metrics.
phase1_active_passive_residual_comparison.csv,results\phase06\mechanistic_decomposition.csv,SMI; A_h_mV; Gamma_h_to_d; Gamma_h_to_s; active_frozen_Zin_50Hz_Mohm; A_h_mV_delta_vs_baseline; Gamma_h_to_d_delta_vs_baseline; Gamma_h_to_s_delta_vs_baseline,8,descriptive summaries grouped by active/passive label,Exploratory decomposition rows only.
phase1_active_passive_residual_comparison.csv,results\phase06\scenario_metrics.csv,scenario; protocol; R_neck_Mohm; R_in_d_Mohm; SMI; Zin_50Hz_Mohm; Ztransfer_50Hz_Mohm; transfer_gain_50Hz; dynamic_SMI_abs_50Hz; active_frozen_Zin_50Hz_Mohm; active_frozen_Ztransfer_50Hz_Mohm; A_h_mV; Gamma_h_to_d; Gamma_h_to_s,27,descriptive summaries grouped by active/passive label,Exploratory supplemental scenarios only; no disease or clinical claim.
phase1_active_passive_residual_comparison.csv,results\phase06\scenario_uncertainty_samples.csv,scenario; protocol; R_neck_Mohm; R_in_d_Mohm; SMI; Zin_50Hz_Mohm; Ztransfer_50Hz_Mohm; transfer_gain_50Hz; dynamic_SMI_abs_50Hz; active_frozen_Zin_50Hz_Mohm; active_frozen_Ztransfer_50Hz_Mohm; A_h_mV; Gamma_h_to_d; Gamma_h_to_s,72,descriptive summaries grouped by active/passive label,N=8 per exploratory scenario sensitivity screen; no biological inference.
phase1_residual_outlier_cases.csv,results\phase02\Figure2_representative_summary.csv,condition; neck_resistance_Mohm; R_in_d_Mohm; SMI; A_h_mV; Gamma_h_to_d; Gamma_h_to_s; peak_neck_current_pA_head_to_dendrite,3,largest residual and relative-error cases,
phase1_residual_outlier_cases.csv,results\phase02\Figure3_geometry_sweep.csv,neck_resistance_Mohm; R_in_d_Mohm; SMI; Gamma_h_to_s; Gamma_h_to_d; A_h_mV,400,largest residual and relative-error cases,
phase1_residual_outlier_cases.csv,results\phase02\Figure4_matched_neck_heterogeneous_load.csv,neck_resistance_Mohm; R_in_d_Mohm; SMI; Gamma_h_to_s; Gamma_h_to_d; A_h_mV,30,largest residual and relative-error cases,
phase1_residual_outlier_cases.csv,results\phase02\convergence_dt_intermediate.csv,condition; SMI; A_h_mV; Gamma_h_to_d; Gamma_h_to_s; A_h_mV_abs_diff_vs_0_0025_ms; Gamma_h_to_d_abs_diff_vs_0_0025_ms; Gamma_h_to_s_abs_diff_vs_0_0025_ms,4,largest residual and relative-error cases,Validation rows repeat the intermediate reference condition across dt.
phase1_residual_outlier_cases.csv,results\phase03\smi_challenge_suite.csv,case; R_neck_Mohm; R_in_d_Mohm; SMI; A_h_mV; Gamma_h_to_d; Gamma_h_to_s; Zin_50Hz_Mohm; Ztransfer_50Hz_Mohm; transfer_gain_50Hz,24,largest residual and relative-error cases,
phase1_residual_outlier_cases.csv,results\phase03\spatial_convergence.csv,R_in_d_Mohm; SMI; A_h_mV; Gamma_h_to_d; Gamma_h_to_s; Gamma_h_to_s_rel_diff_vs_32seg,4,largest residual and relative-error cases,"Spatial convergence rows are validation rows, not independent biological samples."
phase1_residual_outlier_cases.csv,results\phase04\active_smi_challenge_suite.csv,case; protocol; active_profile; R_neck_Mohm; R_in_d_Mohm; SMI; A_h_mV; Gamma_h_to_d; Gamma_h_to_s; Zin_50Hz_Mohm; transfer_gain_50Hz; active_frozen_Zin_50Hz_Mohm; active_frozen_transfer_gain_50Hz; active_profile_channel_count,47,largest residual and relative-error cases,
phase1_residual_outlier_cases.csv,results\phase05\global_uncertainty_samples.csv,R_neck_Mohm; R_in_d_Mohm; SMI; SMI_class; Gamma_h_to_d; Gamma_h_to_s; A_h_mV; Zin_50Hz_Mohm; Ztransfer_50Hz_Mohm; transfer_gain_50Hz; dynamic_SMI_abs_50Hz; active_Gamma_h_to_d; active_Gamma_h_to_s; active_A_h_mV; active_local_voltage_isolation; active_Zin_50Hz_Mohm; active_transfer_gain_50Hz; active_dynamic_SMI_abs_50Hz; AMPA_only_A_h_mV; NMDA_delta_A_h_fraction,96,largest residual and relative-error cases,Deterministic uncertainty-design rows; not biological samples.
phase1_residual_outlier_cases.csv,results\phase05_1\global_uncertainty_samples_N192.csv,R_neck_Mohm; R_in_d_Mohm; SMI; SMI_class; Gamma_h_to_d; Gamma_h_to_s; A_h_mV; Zin_50Hz_Mohm; Ztransfer_50Hz_Mohm; transfer_gain_50Hz; dynamic_SMI_abs_50Hz; active_Gamma_h_to_d; active_Gamma_h_to_s; active_A_h_mV; active_local_voltage_isolation; active_Zin_50Hz_Mohm; active_transfer_gain_50Hz; active_dynamic_SMI_abs_50Hz; AMPA_only_A_h_mV; NMDA_delta_A_h_fraction,192,largest residual and relative-error cases,Deterministic uncertainty-design rows; not biological samples.
phase1_residual_outlier_cases.csv,results\phase05_1\global_uncertainty_samples_N384.csv,R_neck_Mohm; R_in_d_Mohm; SMI; SMI_class; Gamma_h_to_d; Gamma_h_to_s; A_h_mV; Zin_50Hz_Mohm; Ztransfer_50Hz_Mohm; transfer_gain_50Hz; dynamic_SMI_abs_50Hz; active_Gamma_h_to_d; active_Gamma_h_to_s; active_A_h_mV; active_local_voltage_isolation; active_Zin_50Hz_Mohm; active_transfer_gain_50Hz; active_dynamic_SMI_abs_50Hz; AMPA_only_A_h_mV; NMDA_delta_A_h_fraction,384,largest residual and relative-error cases,Deterministic uncertainty-design rows; not biological samples.
phase1_residual_outlier_cases.csv,results\phase05_1\global_uncertainty_samples_N768.csv,R_neck_Mohm; R_in_d_Mohm; SMI; SMI_class; Gamma_h_to_d; Gamma_h_to_s; A_h_mV; Zin_50Hz_Mohm; Ztransfer_50Hz_Mohm; transfer_gain_50Hz; dynamic_SMI_abs_50Hz; active_Gamma_h_to_d; active_Gamma_h_to_s; active_A_h_mV; active_local_voltage_isolation; active_Zin_50Hz_Mohm; active_transfer_gain_50Hz; active_dynamic_SMI_abs_50Hz; AMPA_only_A_h_mV; NMDA_delta_A_h_fraction,768,largest residual and relative-error cases,Deterministic uncertainty-design rows; not biological samples.
phase1_residual_outlier_cases.csv,results\phase05_1\global_uncertainty_samples_N96.csv,R_neck_Mohm; R_in_d_Mohm; SMI; SMI_class; Gamma_h_to_d; Gamma_h_to_s; A_h_mV; Zin_50Hz_Mohm; Ztransfer_50Hz_Mohm; transfer_gain_50Hz; dynamic_SMI_abs_50Hz; active_Gamma_h_to_d; active_Gamma_h_to_s; active_A_h_mV; active_local_voltage_isolation; active_Zin_50Hz_Mohm; active_transfer_gain_50Hz; active_dynamic_SMI_abs_50Hz; AMPA_only_A_h_mV; NMDA_delta_A_h_fraction,96,largest residual and relative-error cases,Deterministic uncertainty-design rows; not biological samples.
phase1_residual_outlier_cases.csv,results\phase06\matched_baseline_comparisons.csv,scenario; protocol; baseline_protocol; R_neck_Mohm_value; R_neck_Mohm_baseline; R_neck_Mohm_delta; R_neck_Mohm_relative_delta; R_in_d_Mohm_value; R_in_d_Mohm_baseline; R_in_d_Mohm_delta; R_in_d_Mohm_relative_delta; SMI_value; SMI_baseline; SMI_delta; SMI_relative_delta; A_h_mV_value; A_h_mV_baseline; A_h_mV_delta; A_h_mV_relative_delta; Gamma_h_to_d_value; Gamma_h_to_d_baseline; Gamma_h_to_d_delta; Gamma_h_to_d_relative_delta; Gamma_h_to_s_value; Gamma_h_to_s_baseline; Gamma_h_to_s_delta; Gamma_h_to_s_relative_delta; active_frozen_Zin_50Hz_Mohm_value; active_frozen_Zin_50Hz_Mohm_baseline; active_frozen_Zin_50Hz_Mohm_delta; active_frozen_Zin_50Hz_Mohm_relative_delta,27,largest residual and relative-error cases,Comparison table uses *_value columns and may overlap scenario_metrics.
phase1_residual_outlier_cases.csv,results\phase06\mechanistic_decomposition.csv,SMI; A_h_mV; Gamma_h_to_d; Gamma_h_to_s; active_frozen_Zin_50Hz_Mohm; A_h_mV_delta_vs_baseline; Gamma_h_to_d_delta_vs_baseline; Gamma_h_to_s_delta_vs_baseline,8,largest residual and relative-error cases,Exploratory decomposition rows only.
phase1_residual_outlier_cases.csv,results\phase06\scenario_metrics.csv,scenario; protocol; R_neck_Mohm; R_in_d_Mohm; SMI; Zin_50Hz_Mohm; Ztransfer_50Hz_Mohm; transfer_gain_50Hz; dynamic_SMI_abs_50Hz; active_frozen_Zin_50Hz_Mohm; active_frozen_Ztransfer_50Hz_Mohm; A_h_mV; Gamma_h_to_d; Gamma_h_to_s,27,largest residual and relative-error cases,Exploratory supplemental scenarios only; no disease or clinical claim.
phase1_residual_outlier_cases.csv,results\phase06\scenario_uncertainty_samples.csv,scenario; protocol; R_neck_Mohm; R_in_d_Mohm; SMI; Zin_50Hz_Mohm; Ztransfer_50Hz_Mohm; transfer_gain_50Hz; dynamic_SMI_abs_50Hz; active_frozen_Zin_50Hz_Mohm; active_frozen_Ztransfer_50Hz_Mohm; A_h_mV; Gamma_h_to_d; Gamma_h_to_s,72,largest residual and relative-error cases,N=8 per exploratory scenario sensitivity screen; no biological inference.
diagnostic_figures/*.svg,results\phase02\Figure2_representative_summary.csv,condition; neck_resistance_Mohm; R_in_d_Mohm; SMI; A_h_mV; Gamma_h_to_d; Gamma_h_to_s; peak_neck_current_pA_head_to_dendrite,3,diagnostic-only plots derived from phase1_divider_residual_rows.csv,
diagnostic_figures/*.svg,results\phase02\Figure3_geometry_sweep.csv,neck_resistance_Mohm; R_in_d_Mohm; SMI; Gamma_h_to_s; Gamma_h_to_d; A_h_mV,400,diagnostic-only plots derived from phase1_divider_residual_rows.csv,
diagnostic_figures/*.svg,results\phase02\Figure4_matched_neck_heterogeneous_load.csv,neck_resistance_Mohm; R_in_d_Mohm; SMI; Gamma_h_to_s; Gamma_h_to_d; A_h_mV,30,diagnostic-only plots derived from phase1_divider_residual_rows.csv,
