protected_root,path,size_bytes,sha256
manuscript,manuscript\revision_v2\R7_FIGURE_TABLE_LAYOUT_AUDIT.md,1901,02cd223b134ff3337f70baa8b83e31140859f5df3ce4fc4abc4f88b518c41283
manuscript,manuscript\revision_v2\R7_JCNS_SOURCE_PACKAGE_REPORT.md,1791,c331c070a1133293a27cfb9d6b35e3de32c358d06d6497b962fc7f0ad37f7e92
manuscript,manuscript\revision_v2\R7_LATEX_PRODUCTION_REPORT.md,4374,6d8b55b9f0339aa7bf834e4e08830953eaf81ae59073b460fb5acc1dd7db8870
manuscript,manuscript\revision_v2\R7_NEXT_PHASE_HANDOFF.md,1918,c2f969850f4c0c9b5ca6dbf563b07bd784b110fbcffd914ad6a9ec1efc075c42
manuscript,manuscript\revision_v2\R7_OVERFULL_BOX_REPORT.md,1861,5a3c8738a299eb0f76ab6d63b9bc56b4345931f67f6cda9492102a6c457d3949
manuscript,manuscript\revision_v2\R7_STATIC_PLACEHOLDER_AND_PATH_AUDIT.md,1120,deda80f5eb5956bad576ce8fd4c4c88b16966eac4f0d1984b512a9c3289bcb9e
manuscript,manuscript\revision_v2\REVISION_ACTION_PLAN.md,11357,1b2603ab774de39d311475736786db9e2a0991f76965dccbce6fe99c3a1e3636
manuscript,manuscript\revision_v2\REVISION_RISK_REGISTER.md,4029,d79768bcbfa9d7ef433868a013ed6be53eca56dc85f618e37d93dabf7ea844ed
manuscript,manuscript\revision_v2\STATISTICS_AND_METHODS_GAP_LIST.md,3494,b7cd4398f0998b9266bd7a9e6e32d75b957e51db4c1ac4e643c93845329dad93
manuscript,manuscript\sections\abstract.tex,1104,ed38249b832c57be7fb1eaeaa646d1c1c9f1555d48c23c8a52674e5dc5a7d947
manuscript,manuscript\sections\acknowledgments.tex,120,77675ee75618ef8f83b74b852f08b3af6e671394a291c6d366d03db40979404e
manuscript,manuscript\sections\conclusions.tex,817,2993808163116df3c721b57e0d75fb36741129c1a80cd944e88cab408b25fd5d
manuscript,manuscript\sections\data_code_availability.tex,1771,2502f77b2a8020cf3b5cedb73c761694e0fb0ae8539bdda61eced5fd71682f08
manuscript,manuscript\sections\disclosures.tex,728,804f34f0249ba1c46653caa69c7d68a11c035c3390ef3147364ceb186abf95e2
manuscript,manuscript\sections\discussion.tex,7704,e8c1b13f164319cbac419792c3495e48f7917da654c419fefa47b43bd0228c93
manuscript,manuscript\sections\introduction.tex,3844,d750675b573f6a8cd9bbf961327a08cf6693ce68c193dd0a950a7516972b1117
manuscript,manuscript\sections\methods.tex,10059,9ad29906003f1ccad552b9d12d4e42d323f466e77916c5a8773dab23378aadd3
manuscript,manuscript\sections\results.tex,15299,7284ee0256617b62b953d0bbc2ab5e1d40e97a612f6e9debc3ec6b787c3d6e91
manuscript,manuscript\supplement\figures\FigS1_fixed_load_heatmap.svg,58551,e1b113903cf64af6d700b587c2ac3fc5c39f01c324c2b6acd12344cc2d688c2d
manuscript,manuscript\supplement\figures\FigS2_dt_convergence.svg,3113,9747da72b874aac4df8ac071cd7e8f1a1dc6d2d90a10ae040d0f30020f182bae
manuscript,manuscript\supplement\figures\FigS3_spatial_convergence.svg,3806,7391fb0d2ba4461f588977b26cc9e8ef33f457fafaf0cda830b4f7c94df25abb
manuscript,manuscript\supplement\figures\FigS4_neck_models.svg,4247,5f791708cf1c8cc85ed172dd9355ab9d099ece1b10ee30210e4a5b6d2cd40fca
manuscript,manuscript\supplement\figures\FigS5_active_protocol_strength.svg,665,678aa94522a82093e591daf91941f0d62009d317fc5f5f7a9a89874132f7e506
manuscript,manuscript\supplement\figures\FigS5_smi_interval_width.svg,4103,29e5721fd873d863866bee1a6b862bb435c28649874d5b1c43c9764cfa120eba
manuscript,manuscript\supplement\figures\FigS6_active_impedance.svg,657,fe0307390fcb2ee00ffeb4efd85e926e30445c8b7cee6aab2b1e85e22c71108c
manuscript,manuscript\supplement\figures\FigS6_active_protocol_strength.svg,6121,c11492652a85cb0185ec070f823dd74c48f75ec4553aee32b68b0e9978d0ce06
manuscript,manuscript\supplement\figures\FigS7_active_impedance.svg,5034,c6d9226e66141307463223ea33e1eac50bd189fa67564e2266e83512ce3a89b8
manuscript,manuscript\supplement\figures\FigS7_smi_interval_width.svg,660,40ff64dfceb66b8f18ba80968f64c9efc00dc9c7ae17bd148b954b3a30daf67f
manuscript,manuscript\supplement\figures\FigS8_phase06_smi_amplitude.svg,5826,52bd0fe8614350fb509d90b7f187a0b09a2f9e7dab00e0167afe54d17aabca9b
manuscript,manuscript\supplement\figures\FigS9_phase06_uncertainty.svg,11032,342d93ef81710b08fd42939bb4f9ea3bfae419ebb0c527ff77894fc588581c6a
manuscript,manuscript\supplement\figures_pdf\FigS1_fixed_load_heatmap.pdf,76982,a347a10de56fe410c572752d78f9ba261db68154dff7022d8679fa356e214b35
manuscript,manuscript\supplement\figures_pdf\FigS2_dt_convergence.pdf,30597,aabc6ec3a1c842c6a25b1e0e42bd98eb06f7a11b754011c79a28d9fd39e522bb
manuscript,manuscript\supplement\figures_pdf\FigS3_spatial_convergence.pdf,31330,f1f0a9885a43315fc26c1c04f14d4a1ecf25ac4595b682ea055635625d50dfb5
manuscript,manuscript\supplement\figures_pdf\FigS4_neck_models.pdf,28060,7c92f0970c35fcbf8c666a780687c1ab3d7fb436c6b0168f4ed9521b48ff7b82
manuscript,manuscript\supplement\figures_pdf\FigS5_active_protocol_strength.pdf,1565,db8fe4ecadb4f709c3306d927c832b894ceb2c02c5e688225d128d453255bfe5
manuscript,manuscript\supplement\figures_pdf\FigS5_smi_interval_width.pdf,28874,e0cb1d24d109cb396156778ccd5dc753bffcf78c5469fed8309f93ecc4b06dc7
manuscript,manuscript\supplement\figures_pdf\FigS6_active_impedance.pdf,1551,05f6cee6607cf60f93ed7d885d370d7f856cd50b03c77832721a2a4b05ccdc43
manuscript,manuscript\supplement\figures_pdf\FigS6_active_protocol_strength.pdf,38391,70b182c5ba4780e7fc43b89d941d8f547e22082d17702b541cfbd43d0260e142
manuscript,manuscript\supplement\figures_pdf\FigS7_active_impedance.pdf,28906,8d51c08ad5b6e9302c5201a4125b97bbbc66a74506a0206557412e57e2df13c8
manuscript,manuscript\supplement\figures_pdf\FigS7_smi_interval_width.pdf,1561,3e335abba329f39da346c41f9d0d38678068ca9271b0bb1323850b2afed8fb5b
manuscript,manuscript\supplement\figures_pdf\FigS8_phase06_smi_amplitude.pdf,27738,be0d34ddf5cf34be85cdea62ad6a978288b059d19c2aef82aaf34e6d4c223483
manuscript,manuscript\supplement\figures_pdf\FigS9_phase06_uncertainty.pdf,41668,2e7ee066930706f86b93ebee26490c156ca5b5f32c902a1ef5b28bd3ca2ae213
manuscript,manuscript\supplement\sections\active_mechanisms.tex,1808,37e3643528374f6be1a9fa875913cc36aadba6ed2a66e267b26ed6ebe7cc8a39
manuscript,manuscript\supplement\sections\exploratory_phase06.tex,1591,a4708a9a4b80879a397fa74098ca90b40bdcf1b65be279c7720c2cc0fd51513c
manuscript,manuscript\supplement\sections\extended_equations.tex,2725,28d04ca98641a653c80a5fb55743d3a532bd0a1c27aaffeba0bde54c15882743
manuscript,manuscript\supplement\sections\extended_limitations.tex,1675,5c769a4048415c952326fd58a831c10021410fc21a980b8fe954e5ae687f652a
manuscript,manuscript\supplement\sections\numerical_validation.tex,4450,e31bef4615a1f92d55349026bb3a8d337478bf955ed8f681680288782a1aec72
manuscript,manuscript\supplement\sections\release_environment_and_provenance.tex,1232,9826bbcd72df4236f7cb5ba91de4683a72122466a11fceec1934f2dc1d0418dc
manuscript,manuscript\supplement\sections\reproducibility_commands.tex,1619,223b0f4c512e177e8dfd1711905eeb8f73c2ab2fb1650f1c382821497bdb3dda
manuscript,manuscript\supplement\sections\uncertainty_identifiability.tex,2437,7607122c0754ef5ca077df1f3fbf4b5819a2a302f423cd7d7568afdda5ff2d3d
manuscript,manuscript\supplement\supplement.aux,10770,a7dc3c8731c41ef6db4acfb98703ddae68660713504f432ef262a0dca18c4004
manuscript,manuscript\supplement\supplement.bbl,5354,39ace4ec3672bc30688c4effc760f74c7571144353793766d173d8539af8675c
manuscript,manuscript\supplement\supplement.blg,1051,68b8f6ea41a0a298a823b7c3d8e4a56490486b1beb5dfcf14150d4d9bfeb5779
manuscript,manuscript\supplement\supplement.log,30924,52eb4a4c2eb747c89a4d245c1b69f1ebd90df129ff6171d02bb2f554ef03789c
manuscript,manuscript\supplement\supplement.out,1863,806bce90894168cb9cacd9938bb0d7e43669098ba4027fa27fe52800a97c65c9
manuscript,manuscript\supplement\supplement.pdf,635045,a9083d63025fddb9e579cf773f392bbf9985fd04e2968a73e902f728996329ef
manuscript,manuscript\supplement\supplement.tex,1272,0a04724d2966e20a391d5759da4ad10378133610eecaf00e9154896dd6be2882
manuscript,manuscript\supplement\tables\active_mechanism_reproducibility_map.tex,1552,7e2c61940243fc7745759a253e5114b58558d132c66b5c724695dd06ca998043
manuscript,manuscript\supplement\tables\environment_versions.tex,2091,d6d7d1beb4c041197aee38213250d5e1e3e07ab1541e13d57cfa02bad2fc1459
manuscript,manuscript\supplement\tables\high_rhol_stress_test_summary.tex,749,cd924ea9f1791bac1dca8c56f5649c3a3172079fe375c83bdb36b20c96ab1f93
manuscript,manuscript\supplement\tables\residual_metric_controls_expanded.tex,1140,ce762c3edf2fe1c64572202dba068e0fc6454170f2c75e5c5426bdb6d7c214f0
manuscript,manuscript\supplement\tables\residual_rowclass_summary.tex,1655,7cc35cb7e48c43da131164b6a293fa0cf2685bec01ef05f32432d5595d8c09e9
manuscript,manuscript\supplement\tables\row_provenance_reconciled.tex,2649,a3ad8ff461b279c79decc124718391965ef8346eb40f80ce05fffdee54062d98
manuscript,manuscript\supplement\tables\validation_coverage_by_row_class.tex,1526,3d61ecc12bbf7faf3d4cd225980b6a5f9c05cd7dc24055025d6928f7fd99f48f
manuscript,manuscript\TABLE_SOURCE_MANIFEST.csv,3097,5c87727ed46516480acbd860389be7ca865e0b5fefe6e3c136effb437750b164
manuscript,manuscript\tables\active_parameter_summary.tex,1373,7e77c8742cd757cee974a26387bca4a43a2124f3640b96018c4ae800f5e3591e
manuscript,manuscript\tables\claim_summary.tex,2018,0cdaf22159e00917ca72eb234d7b1439a546b590e92a1bf1fc4aa6900e329360
manuscript,manuscript\tables\parameters.tex,1560,8b4319e7579f54e9fe59844cce43bee58382947155a25a384caca5cd3a1dd7ed
manuscript,manuscript\tables\predictor_summary.tex,1535,3e906cedf85c159b85fd666acb0357027a4b7fc9a207db974db6550efc3a5116
manuscript,manuscript\tables\validation_summary.tex,2171,3f165fd67ae56542d16e023e302a3b1b1f4151342dab804bfb9f5b4574c9a735
manuscript,manuscript\target_journal.aux,14627,989522c8cb130b32fbbfcca7337dfdddfeb70b9a60f24b3eeafec300683322bd
manuscript,manuscript\target_journal.bbl,6899,448dbe35dda64292f9565d1cfef517e1d40ff8e418bd18de61c80a498322b59d
manuscript,manuscript\target_journal.blg,1061,e7e6e6655806dc76b5b9132073c8453d8c486cb88f2008fbc8851fbf853fdee2
manuscript,manuscript\target_journal.log,29287,16e5ba485246904bc339f1689050d0892cd9a7ea497fc5b0a4e519a397a04e5d
manuscript,manuscript\target_journal.out,6225,c9a06eeda6fd5efadf6a51bf3211a5c284c02b5fe716142ed2ee2672c3d4a0a4
manuscript,manuscript\target_journal.pdf,1103757,b950b0f49575c06fceeb8b15585e5731d3e9712b9f08c96042e38868ed4d2cfc
manuscript,manuscript\target_journal.tex,767,214018df37a86ecceb02506a4551931f4523c4eb4f8edfb3d69f0f6251f4a7d7
figures,figures\phase02\convergence_dt_vs_Ah.svg,1115,253da232eedfa1f1c06cd59893bca524565704d69e51eaf57072655bb276b1a9
figures,figures\phase02\Figure1_architecture.svg,1439,2e93bc139e5424f97caddee2743527b9cbaa82040b3b997123cdc482416db348
figures,figures\phase02\Figure2_high_trace.svg,335436,bc5fa9a9228f5d2c0e6241375d5cf30bb69627d84bc5ab8eae070bd7345e6ac7
figures,figures\phase02\Figure2_intermediate_trace.svg,333936,6771c4ad3421f13dec3487563f5de3dac750e5e2ffcbd87c859bfab122bdeeda
figures,figures\phase02\Figure2_low_trace.svg,333122,af37c5645e962d2814ef453194b831ef1f9b1a2e9931cc2cc10a22ad77bc2b46
figures,figures\phase02\Figure3A_Gamma_hs_heatmap.svg,29088,621a2be0eb4e4ce597d5cf5ed28ceae1cb095977c3915bcdaeacb5af5b95d78a
figures,figures\phase02\Figure3B_SMI_heatmap.svg,28877,044a8278119147904ded01340b52783aa3f0d01ac304afcead0314622761321d
figures,figures\phase02\Figure3C_SMI_vs_Gamma_hs.svg,31501,6911a3157e945b16fcd6022216c085d9410f5d9fc871f0432dc9faf974e2e070
figures,figures\phase02\Figure3D_SMI_vs_Ah.svg,31690,954b1533b483aa59aba07e6ecec37836f5e69e258701ce959db726c2cee469a7
figures,figures\phase02\Figure4A_Rneck_vs_Gamma_hs.svg,3146,30f4665bc815db0322c629766a6f658b9d548efb31414b3580786cc01af96280
figures,figures\phase02\Figure4B_SMI_vs_Gamma_hs.svg,3119,d7709e251d6efec7c5aa21de3da44da900e82c753ef0141185c775a45e898a89
figures,figures\phase02\Figure4C_SMI_vs_Ah.svg,3099,57bfb8f3e759585e8982c414a5b8241746d118155c562eb29fa456daa4384b64
figures,figures\phase03\challenge_SMI_vs_Gamma_hd.svg,2615,a23a1f8a1c22b4c6d522087abe38b24af4a8b2912ab83edc39757e3099ccf3be
figures,figures\phase03\challenge_SMI_vs_Gamma_hs.svg,2628,aeaf677b1e1110be670230b75ae96c6630f585891567d49450bb7f4f5cd64d50
figures,figures\phase03\dynamic_SMI_spectrum.svg,848,5d2daa40368209f12f1e9de0738689b51358456f3fe39748d5abb67d01ac02e1
figures,figures\phase03\impedance_Zin_spectrum.svg,843,cb35b6e29f1680823f3f8acec5ee388f23a67fcfc6a0e1587d0495213ce9f817
figures,figures\phase03\neck_model_transfer.svg,1190,7ce7e39716a90274a5578e6b1437a6d6221313792f6b259d6267018673aec810
figures,figures\phase03\predictor_Rin_vs_Gamma_hs.svg,2637,71fc254c0ee7825f2f2e8378a6b505a98a3b40970518a127144912ea3b43140c
figures,figures\phase03\spatial_convergence.svg,1106,69157c1b74ccfa76dbbbda871347593a42a799c82414e0e5556d42337e051d94
figures,figures\phase04\active_impedance_full_restrained.svg,657,fe0307390fcb2ee00ffeb4efd85e926e30445c8b7cee6aab2b1e85e22c71108c
figures,figures\phase04\active_predictor_gain_vs_Gamma_hs.svg,4403,b27826613000d18538b1966fca5bb529e1359027b18d8f7644dfc9cfd92be1dc
figures,figures\phase04\active_protocol_strength_sweep.svg,665,678aa94522a82093e591daf91941f0d62009d317fc5f5f7a9a89874132f7e506
figures,figures\phase04\active_SMI_vs_Ah.svg,4361,80bb719dc59167432b3899adf3117b0bbacb41a50799b95af94b3b40f849f4b1
figures,figures\phase04\active_SMI_vs_Gamma_hd.svg,4363,25e2a21a7e434a57b1b2b692a1770750d512ff090277430f538d6a0330ce71d7
figures,figures\phase04\active_SMI_vs_Gamma_hs.svg,4370,4b6180ad57c9695940eeb0046fe6f0a5cf52605e347c05c04924a03cdcca4d9d
figures,figures\phase05\radius_class_stability.svg,1883,b77199e239adb21d51ee711969883e995eebc07aae303a429cbb7ee3b61e21af
figures,figures\phase05\sensitivity_SMI_ranked.svg,785,e982a0725720165457c646c3d3aae9f8055f3bb05e99ff5311f8469475f7f822
figures,figures\phase05\uncertainty_radius_vs_Rneck.svg,8122,9202d50ee9b7f044baefdfda1bc97f632bacd85c900addcec6e3870974d184ee
figures,figures\phase05\uncertainty_SMI_vs_Gamma_hd.svg,8073,f3ad268f9f3cc99835ecbb5913a090402dfa6d081891efc6b2650f10ac01838b
figures,figures\phase05\uncertainty_SMI_vs_Gamma_hs.svg,8103,90bf4bc7d284d78bc3acc11b2bd1de7577abf78588c5c5ef9efc89514a1f9572
figures,figures\phase05_1\convergence_Gamma_hd_median.svg,651,5044e8ff93447d8f2125752c5d1858cdb4c63b42fa678a9faf0764d698db363b
figures,figures\phase05_1\convergence_Gamma_hs_median.svg,652,074db51546c348ce0789da66005736f182de3fe99ac5476cf6f6152e27050165
figures,figures\phase05_1\convergence_SMI_interval_width.svg,660,40ff64dfceb66b8f18ba80968f64c9efc00dc9c7ae17bd148b954b3a30daf67f
figures,figures\phase05_1\convergence_SMI_median.svg,642,08e30b906538110ef4ce399e87390999a43fee36a150013f723f1077b897ee5c
figures,figures\phase05_1\counterexample_prevalence_amplitude.svg,668,7351bbc3a1c3a161c2b6488a1afade1fc17a123712accfe9d73abcf061722b77
figures,figures\phase05_1\predictor_stability_local_SMI.svg,659,5c0f2d713547659a240ff27f2284d50ee8bd9227275dcbec9bc9d6fc83cbfe6a
figures,figures\phase05_1\predictor_stability_somatic_SMI.svg,662,45e051593d110081d2fcdee53dc42797d27c0bffc713ead0bfd20a939ca53210
figures,figures\phase05_1\radius_flip_prevalence.svg,668,e8280701f7060d1c7f9d1857deb8c175f129519352bdc0929d5521427cc9387c
figures,figures\phase06\mechanistic_decomposition_Ah.svg,709,0ccd9ff39b82ecaf5e5d64c5ff8031ed57133c2db6b158916b37d59907ae30e7
figures,figures\phase06\scenario_SMI_vs_Ah.svg,1481,8e5b593e60c9ddafc50c35c9e9a4b569008b2be2cbad3a6c63f4d9c6bdbb65e4
figures,figures\phase06\scenario_SMI_vs_Gamma_hd.svg,1488,bb37a5f64eb3f2afeee14a06b50ed318b512923101e19844cc2fe23f72a6a6fb
figures,figures\phase06\scenario_SMI_vs_Gamma_hs.svg,1487,ce6ea7960c799ded4b638e8cabba9b40b89e42c613a21f269ebdfd01ea9a061a
figures,figures\phase06\uncertainty_SMI_by_scenario.svg,718,6c947a5224d8c0d8281fdd19f4986a5ce91e45c8fc323e760b874daf8116dc9f
results\phase02,results\phase02\caption_discrepancy_table.csv,1267,1353f37778dcacb07cbcc358e3839f405672cb26cb83b2f8419a7ffd148f2042
results\phase02,results\phase02\central_smi_claim_tests.csv,462,17def8ee6e784c8b786c88333a05e2f6f815c834ed67ab947dc3416ed9cd7931
results\phase02,results\phase02\convergence_dt_intermediate.csv,747,d7ad673a84d304258818c02877651e3a8406aae221772d47b953f9b0f047ce26
results\phase02,results\phase02\Figure2_high_trace.csv,658764,3e05c6c157863454d4dcc6f90f4083694021938249759168c5dd465a53a9f0cd
results\phase02,results\phase02\Figure2_intermediate_trace.csv,774549,c9771f5ea496243eef42f59071ddb147ed535d4bf1051879ee906221799e310b
results\phase02,results\phase02\Figure2_low_trace.csv,650466,83ea9915cdba70168e6f96fcef9c257b95d0dd2caa9e6b552c570aed5508a9cb
results\phase02,results\phase02\Figure2_representative_summary.csv,1413,05b54a809885784b925e44b601f9ab35b5085a8037f89379702ef3b2ef17a9de
results\phase02,results\phase02\Figure3_geometry_sweep.csv,64360,53f9af48c9c989264ddde1ddbc73641e500c7bdc7746da83d21e4d7167770e71
results\phase02,results\phase02\Figure4_matched_neck_heterogeneous_load.csv,4257,84c626934fffcad79c122e0a4e13fd1634f4809b0716dc0c15c07ef2759a6ff8
results\phase02,results\phase02\reproduction_parameters.csv,184,cdcb1088ee97512278805a811863c81a6ae356c16214ed32b159e014302eeb90
results\phase03,results\phase03\chirp_validation.csv,552,b19a81425430a2186222b3d74de24cf687f61d2a8a19e843a4ce86c7ac0301ae
results\phase03,results\phase03\falsification_summary.csv,212,90c6b77b51a9388eba932adf0c0ca5eb56f52945601bdbc2bc0366affaf6d477
results\phase03,results\phase03\impedance_spectrum.csv,3296,c1c0f7a9ef0ad6c117a09245e0f57ab6d3c380d8e4bddac33e48366114b0e5fd
results\phase03,results\phase03\iso_transfer_counterexamples.csv,715,dcff0ccd239f480474e5cbac4b533bf02701ccd37442da8062cbf2cb608871fa
results\phase03,results\phase03\neck_model_comparison.csv,915,76429064cd8b86446873079f241adfa773653c3ea0c3ba39e37ab75b281a2619
results\phase03,results\phase03\phase03_summary.csv,779,5f9a0d2aa253a0c700578e19147542733aff4ea699461e1efa271041363c3bbf
results\phase03,results\phase03\predictor_comparison.csv,3036,8c499f556a20003b14e39f50486930a123acdf3c3d210053ddc37073bb203320
results\phase03,results\phase03\sinusoidal_validation.csv,343,b8686d8e2ce52206042eebaeb3d13068de0c1f19aef979a07231bb53ab5b7660
results\phase03,results\phase03\smi_challenge_suite.csv,7439,7667985213814eedfab5621fda7c208a532cd4bccb3662733491b664379b8199
results\phase03,results\phase03\spatial_convergence.csv,741,bac62771512dccfa9417c8c9a3e0657ba9ad19bf82e9a15d656909f79031f5ed
results\phase04,results\phase04\active_falsification_summary.csv,1614,0957c05364550121e18301badff32da7cecad424c94f24c58b55703d7f533f4e
results\phase04,results\phase04\active_impedance_operating_point.csv,1658,01241dd0013e6fe74bffdbd97890b616e928b61ab180479237285880b10b52c8
results\phase04,results\phase04\active_multivariable_diagnostic.csv,473,676fee98bac5999b86b6087290d9f356cdd5e445e9a969d6fde580bd0b621889
results\phase04,results\phase04\active_predictor_comparison.csv,27797,5598013db0755e40ff2a9200c6b9facf4e2bdb45aa30aa579bd85cdc2c49baa4
results\phase04,results\phase04\active_protocol_library.csv,5372,953bb10520b03f1c3d6638ff84886a81cfe0ce582f47c8c0d425e33d4eaa9970
results\phase04,results\phase04\active_smi_challenge_suite.csv,24775,2b3839a2b1b37aaeb00e26c662ac740da96d582dc24524323d7d8fc7d6af4257
results\phase04,results\phase04\active_validation.csv,899,93c6738f2ad605a32650392894e4178f8e07632da4d91e5729c7995bde5ed0c0
results\phase04,results\phase04\phase04_summary.csv,2062,d3b21eac8b11d41cccd2ef89813bc2ff1aacb75fd22cb3c20485407378da7ccc
results\phase05,results\phase05\claim_robustness.csv,880,7d85a8f31021dff23dcc7a626aed841a1a66cd9d516fe95dfd691eaec62af37a
results\phase05,results\phase05\counterexample_prevalence.csv,390,ce5c42872f9f683b5f5425f6f22372a1852102fba29f3ab1e2eadada5f5a9897
results\phase05,results\phase05\global_uncertainty_samples.csv,65932,d5888e404bceb04dc0e6ba14b51ddc841c3e2f1f8c052b3bcc847e7939db55d8
results\phase05,results\phase05\identifiability_degeneracy_examples.csv,21103,cc96f5b27a370ad0775c70d060948cf9505644fb631df0b4dc3fafb2b5254064
results\phase05,results\phase05\local_sensitivity.csv,29398,eff983792ee069c74904dfc34dbfc3ab2b0d479b456825cf496b8f6bf46311d1
results\phase05,results\phase05\phase05_summary.csv,1867,8d3b2242404523fb845342e50b71036cabe3b4bfcb59acb694a8ca40769ef41b
results\phase05,results\phase05\phase05_validation.csv,444,b28d5458c9dbb96a5d9030a4eb641fec2348c185ee7d6fd4851484c93d51c165
results\phase05,results\phase05\predictor_comparison.csv,37735,546f18f29cb0e1e99006f888e0aad848d48c51c137b4fe544bc069f19542034e
results\phase05,results\phase05\radius_uncertainty_class_stability.csv,10093,efa77612fa05ff6259c00a0eaacd70f79efb9e04c915ed0515c9ab4cd7d4bace
results\phase05,results\phase05\residual_analysis.csv,6293,54bafd0650dc80204fa82f1d8005ed80dff581db501cbe27d6f4bab4b6457e00
results\phase05,results\phase05\uncertainty_decomposition.csv,15319,9c4f61362d93d642973b74da3099a3853de8b0ca7f62a2ba0b53187fa5f365f2
results\phase05,results\phase05\uncertainty_distributions.csv,1527,7ce89efad2ca137fa6fad198925175142633e742631809fdcd478697cc74c400
results\phase05,results\phase05\uncertainty_summary.csv,1878,1e95f473fa54b8b171c409d3903d156e3a728d85813ae2ddcff81c9a87770825
results\phase05_1,results\phase05_1\claim_reassessment.csv,1158,d5cbab68b30c0612368beb9088fb462209a95f0f03146e7a74a9edc936bef5da
results\phase05_1,results\phase05_1\convergence_cause_diagnostics.csv,1214,1b9f319fa26039b4d348b1c2b19d9945ce0d13656417b712f7cc7e374d9399b2
results\phase05_1,results\phase05_1\counterexample_prevalence_by_n.csv,1939,fc0d766c589f3e6877c67a16beac5a0044ff68974b6cb46ac5e105d86ab1c2a1
results\phase05_1,results\phase05_1\global_uncertainty_samples_N192.csv,131343,71fce55d0d296db2c69deb8ebccaa2ac479e9da3ee99deb28977892dfdcefa54
results\phase05_1,results\phase05_1\global_uncertainty_samples_N384.csv,262148,ade5676015319c7a8adef8a4b5ea7b3ce77500901295d2f5d5d77076b771b1a7
results\phase05_1,results\phase05_1\global_uncertainty_samples_N768.csv,523503,fc26f412f0e8b44410897f6d03a6e3e524fb8232f70d94f531081960a6ccff7b
results\phase05_1,results\phase05_1\global_uncertainty_samples_N96.csv,65974,9e7bf81837f7250ff7390da0b5c5bd022902e21890446dfc2398c8fe3f1fb72c
results\phase05_1,results\phase05_1\phase05_1_validation.csv,416,6879bdb970780ec95660e92d12a7102e5cc71f1d8784d904ea390162b8e31349
results\phase05_1,results\phase05_1\predictor_rankings_by_n.csv,55000,adbf6723614118a4dd40c042ab931c8ffc208e37171d4baaf2e5b3c06dd27ae9
results\phase05_1,results\phase05_1\predictor_stability_summary.csv,10858,c942dd1da81835d095f0511b70b8895042822e65e7970242e8b0826a6fe0f7ab
results\phase05_1,results\phase05_1\progressive_convergence_deltas.csv,10257,e2697f45b5e5d9793a92c4721bf87f31b3bd81a8474ff042a481743369cefe1a
results\phase05_1,results\phase05_1\progressive_uncertainty_summary.csv,7420,7f50d68ac1c4c8507eb72a573728deb697f7610e60fc0249cc45b9fd94c603ed
results\phase05_1,results\phase05_1\radius_boundary_examples.csv,7237,413f035bf08276e0923c4cd55f7f3300fa9f867b35f647007db469401c5e4af8
results\phase05_1,results\phase05_1\radius_only_uncertainty.csv,260899,b440b489813d93468ed6bf9b282c22909500523965c64333bda020a678aac4c4
results\phase05_1,results\phase05_1\radius_uncertainty_by_n.csv,774,4f55bf130f1c2efe672173cdcd6b076e6ebc9274f0419325c3c06ef313fa8038
results\phase06,results\phase06\claim_classification.csv,1147,d7ec2061d98c5d480fb84c40bdeb9c9e5b4e174f7169ea72759fcdba5510372e
results\phase06,results\phase06\epilepsy_evidence_table.csv,5785,a63ceeacffd0f32b30cbaa7c4a4be4cdfde745723b6e4dbca2022b792d6c982b
results\phase06,results\phase06\falsifiable_predictions.csv,834,57c6370b27518be70a2d7f66b3816cb9a21337d1ab80c7b18a84fed557ed94d8
results\phase06,results\phase06\matched_baseline_comparisons.csv,27047,b28578a18ff506d0fb811cfce5312da190eb035b376efed300b4d4f78ae02d21
results\phase06,results\phase06\mechanistic_decomposition.csv,1493,87f518abe66d617fb8d9f62010f282ef91e0265dd300894706b1b6c81c4028c4
results\phase06,results\phase06\phase06_validation.csv,603,45c060a6cff61328f2299d1163a7572c1e29af70c114d7f6058bb326d27860d9
results\phase06,results\phase06\predictor_table.csv,4929,cee86f61ef68b08048f84568399caab8fa23865522c09bd6339225cab68fecb9
results\phase06,results\phase06\provenance_metadata.csv,164,e4c1b1604199bed111a30d3348446b098ccb2d200e7fcccab62af4f50abd1126
results\phase06,results\phase06\scenario_definitions.csv,2393,29b5a187b437d62f1bc4283cb2811bef5d590cd24ad9663790743ea45c86df14
results\phase06,results\phase06\scenario_metrics.csv,19468,db80ada87d39b79508aa0ffe4948d349b44bad8fcc6e058cbf0511d9b2fe32fd
results\phase06,results\phase06\scenario_uncertainty_samples.csv,61480,eb2d703121c130de9bb25e2270d4539d58abe18405bc78d681a34d15ad7a41fe
results\phase06,results\phase06\scenario_uncertainty_summary.csv,6672,bbefb5d70af3e879e76e7c9d6bb875f1ba91daeafb9ac22254d81f6b54ab966a
results\revision_restart,results\revision_restart\phase1\diagnostic_figures\phase1_absolute_residual_vs_smi.svg,288777,43388477ca0c5502dacb7e910038f8887a2d54667d9327a089c7076d3a56b0bc
results\revision_restart,results\revision_restart\phase1\diagnostic_figures\phase1_observed_gamma_vs_smi.svg,290564,b2c14fde52f87c1295becd6a2e4dd63512e923b4f44c8cf9486c5efa5e804a46
