dataset,phase_source,condition,regime,active_or_passive,target_type,source_file,row_id,SMI,observed_Gamma_h_to_d,Gamma_divider,residual,absolute_residual,relative_error,absolute_relative_error,log10_absolute_relative_error,exploratory_only,source_caveat,A_h_mV,Gamma_h_to_s,R_neck_Mohm,R_in_d_Mohm,A_d_mV,A_s_mV,neck_length_um,neck_radius_um,path_length_um,branch_order,membrane_area_um2,Zin_Mohm,Ztransfer_Mohm,transfer_gain,synaptic_conductance_scale,dynamic_SMI_abs,phase2_row_id,head_radius_um,SMI_class,log10_SMI,log10_R_neck_Mohm,log10_R_in_d_Mohm,log10_Zin_Mohm,log10_Ztransfer_Mohm,log10_transfer_gain,log10_dynamic_SMI_abs,source_head_radius_note
phase05_1_global_uncertainty_N384,phase05_1,row_156,progressive_uncertainty_N384,passive,Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,156,0.0163777195597517,0.9586507012282602,0.9838861879352828,-0.0252354867070225,0.0252354867070225,-0.025648786431264,0.025648786431264,-1.5909331786486094,False,Deterministic uncertainty-design rows; not biological samples.,9.15051930215604,0.1072891602654266,7.233145134241725,441.64543835621487,,,0.5417714359606401,0.1474190951405787,,,,165.79033692921146,16.433727022680735,0.0991235516319479,0.6499571821670291,0.0436282672935884,1052,0.4971432428622398,low,-1.7857465697040242,0.8593271793744489,2.6450737490784713,2.219559214147795,1.2157360687196264,-1.0038231454281688,-1.3602320347733465,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_157,progressive_uncertainty_N384,passive,Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,157,0.0545847739228881,0.8887091803028513,0.9482405063370662,-0.0595313260342149,0.0595313260342149,-0.0627808300071223,0.0627808300071223,-1.202172946916793,False,Deterministic uncertainty-design rows; not biological samples.,12.85038215070112,0.0847947433561121,20.722665048723183,379.64185906491167,,,0.8806804133219166,0.1212698200365362,,,,164.1858417535598,13.102365082580482,0.0798020398265942,0.944118937740732,0.1262146895700517,1053,0.3998843155065872,low,-1.2629284840984976,1.3164456073244628,2.57937409142296,2.215335703858868,1.1173496963889424,-1.097986007469926,-0.8988900965344051,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_158,progressive_uncertainty_N384,passive,Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,158,0.1726532391791888,0.757414712570362,0.8527670129491653,-0.0953523003788033,0.0953523003788033,-0.1118151839023907,0.1118151839023907,-0.9514992175831596,False,Deterministic uncertainty-design rows; not biological samples.,10.893070896984478,0.0647833341769788,53.25552853781812,308.4536889721869,,,1.3378385788088385,0.1106989368601171,,,,166.46224177107493,13.298666709256777,0.0798899892718349,0.6261469511284475,0.3199255757414171,1054,0.30252657416459305,low,-0.762825269359408,1.7263646992250787,2.4891899685844865,2.2213157390428853,1.1238081018815091,-1.0975076371613766,-0.4949510398178066,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_159,progressive_uncertainty_N384,passive,Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,159,0.0243657615264364,0.955052927137271,0.9762138071755462,-0.0211608800382752,0.0211608800382752,-0.0216764809949773,0.0216764809949773,-1.664011220681107,False,Deterministic uncertainty-design rows; not biological samples.,10.062366821918385,0.0852967388113907,7.839064597138682,321.7245883586868,,,0.5097325238786772,0.1408723529350025,,,,165.2695866097707,13.333788855458367,0.0806790234608723,0.7423528941676357,0.0474319852668841,1055,0.29998526937278225,low,-1.6132200106499823,0.8942642432281193,2.5074842538781015,2.2181929407898435,1.1249535736607503,-1.0932393671290936,-1.323928697561725,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_160,progressive_uncertainty_N384,passive,Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,160,0.1455497137067773,0.8232498911810674,0.8729433459192211,-0.0496934547381536,0.0496934547381536,-0.0569263228483926,0.0569263228483926,-1.2446868685023302,False,Deterministic uncertainty-design rows; not biological samples.,11.122962147241344,0.0745220820680116,35.989106091635314,247.26332450325884,,,1.0829499081869556,0.1275101385119053,,,,168.68956418693344,16.560621542444697,0.0981721757493725,0.6911891727689987,0.213345183889111,1056,0.3739242151737461,low,-0.8369886444724333,1.556171059648426,2.3931597041208588,2.22708821622151,1.2190766324119333,-1.0080115838095773,-0.6709171565730846,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_161,progressive_uncertainty_N384,passive,Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,161,0.0466836477058991,0.9075484883511749,0.9553985124271126,-0.0478500240759377,0.0478500240759377,-0.0500838377426176,0.0500838377426176,-1.3003024001134578,False,Deterministic uncertainty-design rows; not biological samples.,19.412955544481587,0.1067552753867879,17.125547593993193,366.8425334258776,,,0.818451549938563,0.1135296628554945,,,,166.37713995768536,17.3285344869149,0.1041521358722842,1.5497402682177157,0.1029320951084309,1057,0.4641392066029071,low,-1.3308352169657691,1.2336444670694204,2.5644796840351893,2.2210936544532043,1.238761835007116,-0.9823318194460886,-0.9874491873837838,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_162,progressive_uncertainty_N384,passive,Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,162,0.0439876196796849,0.919177267281023,0.9578657650239366,-0.0386884977429136,0.0386884977429136,-0.0403903126676072,0.0403903126676072,-1.393722784876783,False,Deterministic uncertainty-design rows; not biological samples.,11.184125558337549,0.076645439859465,14.609182415999948,332.1203220902404,,,0.923670103455372,0.1386089984852341,,,,165.2324839079722,12.11188541002138,0.0733020839701666,0.8069690819232722,0.0884159220419192,1058,0.2686373857774432,low,-1.356669538544793,1.1646259118853504,2.5212954504301432,2.218095431574865,1.0832117533357521,-1.1348836782391127,-1.053469519689515,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_163,progressive_uncertainty_N384,passive,Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,163,0.0602194102922784,0.8844384908505468,0.9432009924477074,-0.0587625015971605,0.0587625015971605,-0.0623011447906406,0.0623011447906406,-1.2055039730568768,False,Deterministic uncertainty-design rows; not biological samples.,19.558899253743814,0.0937100354183103,21.74191680067603,361.0449968731074,,,1.0737601077154042,0.1521688407700116,,,,164.93799165997194,14.769762053691064,0.0895473620422133,1.5776776397038663,0.1318187312811355,1059,0.28601193617217174,low,-1.2202635016971122,1.3372978295046518,2.5575613312017635,2.2173207021447663,1.169373498724179,-1.0479472034205872,-0.880022872640115,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_164,progressive_uncertainty_N384,passive,Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,164,0.1185652451490643,0.7891065092494872,0.8940023877344196,-0.1048958784849324,0.1048958784849324,-0.1173328840326249,0.1173328840326249,-0.9305802542744176,False,Deterministic uncertainty-design rows; not biological samples.,9.959777695860762,0.0749404711071862,44.16318370894082,372.48001008573226,,,1.2087701208463022,0.1046217049834358,,,,165.13063436791705,13.701835634632287,0.0829757342547603,0.6050079787171599,0.2674439172234004,1060,0.28000711718050103,low,-0.9260425964016201,1.6450603739916538,2.5711029703932735,2.217827649294188,1.136778753476726,-1.0810488958174627,-0.5727672753025345,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_165,progressive_uncertainty_N384,passive,Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,165,0.0623703028595386,0.894034906405364,0.9412913720463956,-0.0472564656410317,0.0472564656410317,-0.0502038657151342,0.0502038657151342,-1.2992628407411682,False,Deterministic uncertainty-design rows; not biological samples.,15.208844029682623,0.0902052580622223,19.708800992608264,315.9965574801452,,,0.7545890762596165,0.1159649007669086,,,,165.0906263486496,14.928059015514885,0.0904234198251134,1.1540498468382625,0.1193817082684384,1061,0.4373614883880296,low,-1.2050221470839162,1.2946602042828406,2.4996823513667565,2.2177224152335646,1.1740033433143888,-1.043719071919176,-0.923062210950724,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_166,progressive_uncertainty_N384,passive,Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,166,0.0630781227377972,0.8710393327562784,0.9406646403602502,-0.0696253076039717,0.0696253076039717,-0.074017141302672,0.074017141302672,-1.1306676922812968,False,Deterministic uncertainty-design rows; not biological samples.,17.78533918282864,0.0858564794274563,24.503492331932254,388.4626122084866,,,0.6569276269423668,0.1070717375289289,,,,164.31934296005304,13.21664021480795,0.0804326500868555,1.3875421544439488,0.1491211679071111,1062,0.4295103280489213,low,-1.2001212401488963,1.389227986095105,2.5893492262440008,2.215688689706259,1.1211210677353898,-1.0945676219708693,-0.8264607036111542,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_167,progressive_uncertainty_N384,passive,Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,167,0.1548704559535126,0.7867059787300419,0.8658979843538862,-0.0791920056238443,0.0791920056238443,-0.0914565076426822,0.0914565076426822,-1.0387853866036,False,Deterministic uncertainty-design rows; not biological samples.,13.18204178675362,0.0620768756955828,44.83538455293889,289.5025024424097,,,1.2577559976223558,0.1200109490670232,,,,165.85004161499526,11.936871325754945,0.0719738820051985,0.834913491940595,0.27033689058107,1063,0.4466278325002252,low,-0.810031423042135,1.651620899053212,2.461652322095347,2.219715584828432,1.0768905123869703,-1.1428250724414621,-0.5680946857752198,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_168,progressive_uncertainty_N384,passive,Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,168,0.1353574146329368,0.7836010502636312,0.880779908698004,-0.0971788584343728,0.0971788584343728,-0.1103327374690296,0.1103327374690296,-0.9572956063935916,False,Deterministic uncertainty-design rows; not biological samples.,16.09943284811426,0.076734968898779,45.74566988642294,337.9620540956428,,,1.034874439183938,0.1039672528055454,,,,165.54886830624744,14.228969364941324,0.0859502665920933,1.069134692883907,0.276327288458405,1064,0.2825536257479735,low,-0.8685179493802008,1.660349991660776,2.5288679410409767,2.218926216256726,1.1531734443338462,-1.06575277192288,-0.55857622459595,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_169,progressive_uncertainty_N384,passive,Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,169,0.1187460142172572,0.8199726579759972,0.8938579331606923,-0.0738852751846951,0.0738852751846951,-0.0826588571222228,0.0826588571222228,-1.0827106037596508,False,Deterministic uncertainty-design rows; not biological samples.,14.80337145270632,0.0867221164030486,36.60932708410437,308.29941809351243,,,0.8908558883165731,0.1151871885479288,,,,166.4070314129503,16.55465177068661,0.0994828862105299,0.9961028942176576,0.2199986789816342,1065,0.35872298434964656,low,-0.9253809588189025,1.56359174618975,2.4889727050086523,2.2211716731525857,1.2189200497416754,-1.0022516234109102,-0.6575799269628357,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_170,progressive_uncertainty_N384,passive,Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,170,0.0312250747590609,0.9402655477102132,0.9697204077719342,-0.029454860061721,0.029454860061721,-0.0303745902691659,0.0303745902691659,-1.517489571666568,False,Deterministic uncertainty-design rows; not biological samples.,20.1861168037248,0.0940871489595248,10.608240777229298,339.7346798713741,,,0.5041124596005419,0.1148620162709437,,,,165.27413123980844,14.157879613538729,0.0856630103412615,1.7381053426438449,0.0641857300816001,1066,0.2733213006195156,low,-1.5054965131649156,1.0256433684358244,2.531139881600739,2.218204882978675,1.150998215140867,-1.0672066678378083,-1.1925615145428508,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_171,progressive_uncertainty_N384,passive,Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,171,0.0623471409044491,0.9080659337241174,0.9413118946680944,-0.0332459609439769,0.0332459609439769,-0.0353187515554548,0.0353187515554548,-1.4519946562314876,False,Deterministic uncertainty-design rows; not biological samples.,9.559479464769469,0.0685073537405108,16.747251737251663,268.6129868074922,,,0.9389397200677856,0.1205925012249591,,,,165.22281078764203,11.6504419557273,0.0705135198958781,0.6752399567231961,0.1013616198478587,1067,0.3212985341408128,low,-1.2051834574683744,1.2239435484908543,2.4291270059592285,2.2180700061521175,1.0663424004944837,-1.151727605657634,-0.9941264576612634,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_172,progressive_uncertainty_N384,passive,Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,172,0.0342631400978158,0.9299954327079484,0.9668719315525688,-0.0368764988446203,0.0368764988446203,-0.0381400034908504,0.0381400034908504,-1.4186192715402224,False,Deterministic uncertainty-design rows; not biological samples.,7.821753069423288,0.0796313525082042,12.501834798053345,364.8770883918572,,,0.9429844946957052,0.1482534006809071,,,,164.69921970380744,12.182551900163537,0.0739684858378348,0.5488029846672735,0.0759070675655686,1068,0.3601377904011088,low,-1.4651728379653215,1.096973755743567,2.5621465937088876,2.2166915416158175,1.085738270240619,-1.1309532713751989,-1.1197177858722507,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_173,progressive_uncertainty_N384,passive,Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,173,0.2298827839836745,0.7319010049835926,0.8130856151680825,-0.0811846101844899,0.0811846101844899,-0.0998475543903299,0.0998475543903299,-1.000662568027049,False,Deterministic uncertainty-design rows; not biological samples.,18.612194756512498,0.056800982190824,60.52590518539044,263.29029141081213,,,1.1823081740072183,0.0924009137221838,,,,166.3141124541494,11.950605884858565,0.0718556333465278,1.2019109076976344,0.3639252513948666,1069,0.3654485276611004,low,-0.6384935520054257,1.781941293183255,2.4204348451886806,2.220929102502272,1.077389924177909,-1.1435391783243631,-0.43898780931901676,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_174,progressive_uncertainty_N384,passive,Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,174,0.1344326453896621,0.8031555351702737,0.8814979047579451,-0.0783423695876713,0.0783423695876713,-0.0888741415774366,0.0888741415774366,-1.0512245810299168,False,Deterministic uncertainty-design rows; not biological samples.,14.36204404821259,0.0775777289258288,40.37767167460552,300.35614904079364,,,1.3431568053635576,0.0987683958891305,,,,164.9086565796213,14.380561775516645,0.0872031952341653,0.9745199612451568,0.2448487090494874,1070,0.2985475330510731,low,-0.8714952551586449,1.6061412723088466,2.4776365274674914,2.2172434537408545,1.15777585205809,-1.0594676016827649,-0.6111021814320079,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_175,progressive_uncertainty_N384,passive,Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,175,0.0511238310897027,0.906777619485644,0.951362694311,-0.0445850748253561,0.0445850748253561,-0.0468644346598493,0.0468644346598493,-1.329156617634594,False,Deterministic uncertainty-design rows; not biological samples.,8.012679856573605,0.0747154571037507,17.121840576622073,334.9091844580231,,,0.7110592339039608,0.13450864497451,,,,165.6961224956048,12.323547198998376,0.07437438494872,0.5353398542014526,0.1033327776096645,1071,0.4135211914980379,low,-1.2913766087077403,1.2335504489687197,2.5249270576764595,2.2193123454835137,1.0907357327649068,-1.128576612718607,-0.9857618965147945,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_176,progressive_uncertainty_N384,passive,Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,176,0.1784072941382426,0.7699951872842316,0.8486030296776887,-0.0786078423934572,0.0786078423934572,-0.0926320548529193,0.0926320548529193,-1.0332387019058094,False,Deterministic uncertainty-design rows; not biological samples.,19.463288697246707,0.0686125713268206,49.30458752245404,276.3597069313172,,,1.1581833059486435,0.1043220916790373,,,,165.710535961158,13.429386381205765,0.0810412343627538,1.3658391071323148,0.297534415880538,1072,0.2967715359210708,low,-0.7485873935740736,1.6928873298856792,2.441474723459753,2.219350121963853,1.1280561692327862,-1.0912939527310677,-0.5264627920781741,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_177,progressive_uncertainty_N384,passive,Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,177,0.0272532427864952,0.9400219538376556,0.9734697914288702,-0.0334478375912146,0.0334478375912146,-0.0343593996297712,0.0343593996297712,-1.4639544333086474,False,Deterministic uncertainty-design rows; not biological samples.,7.713910742667974,0.1080509095607573,10.700454152353776,392.6304930456256,,,0.4626102607105316,0.1208368316992557,,,,165.5326334225976,17.302092237804626,0.104523753897113,0.5330414833815187,0.0646425658258935,1073,0.3912949190316287,low,-1.5645818148372006,1.0294022105520837,2.5939840253892834,2.218883624204,1.2380986229202717,-0.9807850012837286,-1.1894814136519167,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_178,progressive_uncertainty_N384,passive,Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,178,0.0776216968709262,0.8862795672617342,0.9279694376084714,-0.0416898703467372,0.0416898703467372,-0.0449259088253798,0.0449259088253798,-1.347503128601733,False,Deterministic uncertainty-design rows; not biological samples.,11.252709648450448,0.0812120621873783,21.210870003463107,273.2595505961917,,,0.8101792681093998,0.1399550282444396,,,,164.84808138020904,14.241673669320903,0.086392717161649,0.8094888082928149,0.1286691954548255,1074,0.4834179406877242,low,-1.1100168674756143,1.3265584822814982,2.4365753497571125,2.217083896879008,1.1535610302164716,-1.0635228666625365,-0.89052541459751,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_179,progressive_uncertainty_N384,passive,Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,179,0.0371202529632378,0.9169700127566004,0.9642083424201016,-0.0472383296635012,0.0472383296635012,-0.0489918284101712,0.0489918284101712,-1.309876352059688,False,Deterministic uncertainty-design rows; not biological samples.,11.918379123115114,0.0826659256623647,15.087547235985747,406.45055007916375,,,0.707986887653156,0.1302232343281459,,,,165.3856156736465,12.693102406376994,0.0767485270993829,0.856793912536829,0.0912264780375932,1075,0.3701229749542313,low,-1.4303890728582411,1.178618642793614,2.6090077156518543,2.218497734326446,1.1035677838991436,-1.1149299504273025,-1.039879091532832,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_180,progressive_uncertainty_N384,passive,Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,180,0.0641765140387176,0.8537186926190086,0.9396937320152297,-0.085975039396221,0.085975039396221,-0.0914926177190119,0.0914926177190119,-1.0386139465153923,False,Deterministic uncertainty-design rows; not biological samples.,9.208511034515269,0.0801740172456697,28.049824398271543,437.0730448423717,,,1.327867062046585,0.1222417195246716,,,,163.07272223721708,12.286007667808898,0.0753406670303621,0.6309758439405921,0.1720080710829631,1076,0.3238691087989054,low,-1.1926238767522865,1.4479301467650716,2.6405540235173577,2.2123813211101084,1.089410782030757,-1.1229705390793514,-0.7644511743450371,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_181,progressive_uncertainty_N384,passive,Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,181,0.0515055300276272,0.8844059071176781,0.951017347453918,-0.0666114403362397,0.0666114403362397,-0.0700422978766614,0.0700422978766614,-1.1546396144620346,False,Deterministic uncertainty-design rows; not biological samples.,8.336759832639443,0.0863172320534008,21.71641735319827,421.6327322823341,,,0.5128285930549182,0.107635267386101,,,,164.79923675209832,13.770281929305574,0.0835579229655033,0.555748222986204,0.1317749874404182,1077,0.41002839359602905,low,-1.288146139278259,1.336788179476979,2.6249343187552374,2.216955195982944,1.1389428319844679,-1.0780123639984762,-0.8801670165059652,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_182,progressive_uncertainty_N384,passive,Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,182,0.0391523449897891,0.907522879455578,0.9623228055264854,-0.0547999260709074,0.0547999260709074,-0.0569454716818505,0.0569454716818505,-1.244540805417642,False,Deterministic uncertainty-design rows; not biological samples.,10.923782851776837,0.0818475603767869,16.868378062789454,430.8395338054132,,,0.9338606662690142,0.122561908956219,,,,164.28574346976015,12.146275422962644,0.0739338372668861,0.7902107853646348,0.1026770656206964,1078,0.4283148630228608,low,-1.407242221201787,1.2270733260838322,2.634315547285619,2.2155998774882963,1.0844431247460946,-1.1311567527422017,-0.9885265514044639,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_183,progressive_uncertainty_N384,passive,Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,183,0.0745073260946964,0.9016254643674324,0.9306590804127006,-0.0290336160452682,0.0290336160452682,-0.0311968331436612,0.0311968331436612,-1.505889489893025,False,Deterministic uncertainty-design rows; not biological samples.,20.203064148969275,0.0847361904920854,18.39545529241836,246.89458415187667,,,1.3030764561462125,0.1360665425350087,,,,169.27206385693822,16.736389286169032,0.0988727194837887,1.5910129883826944,0.1086738997166445,1079,0.25420640609515505,low,-1.1278010222037542,1.2647105412042743,2.392511563408028,2.2285852893914,1.2236617689360367,-1.0049235204553637,-0.9638747481871262,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_184,progressive_uncertainty_N384,passive,Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,184,0.0492388379647843,0.8998080625188954,0.9530718496273992,-0.0532637871085037,0.0532637871085037,-0.0558864340913301,0.0558864340913301,-1.2526936002403164,False,Deterministic uncertainty-design rows; not biological samples.,12.48132441697225,0.0897666688460244,18.41043697786906,373.9007202208188,,,1.2280395821250183,0.1388210833842861,,,,164.0151059287631,13.813549026271982,0.0842211999196686,0.92650531676166,0.1122484229340759,1080,0.27680061502025155,low,-1.3076922049575563,1.2650640967508924,2.5727563017084485,2.214883848775664,1.1403052734018067,-1.074578575373857,-0.9498197520247714,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_185,progressive_uncertainty_N384,passive,Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,185,0.1212920675651777,0.8279928582377093,0.8918283014089661,-0.0638354431712567,0.0638354431712567,-0.0715781760574379,0.0715781760574379,-1.1452193724210409,False,Deterministic uncertainty-design rows; not biological samples.,18.68266463213405,0.0859520289725352,34.4644162235604,284.1440245467045,,,0.7399921060637964,0.1061630543538043,,,,165.74370088745653,16.004956148017023,0.0965644912133627,1.3951584485117878,0.2079380153756942,1081,0.4748855826312619,low,-0.9161676008260891,1.5373709265837645,2.4535385274098536,2.219437031967896,1.2042544885582318,-1.0151825434096644,-0.6820661053841316,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_186,progressive_uncertainty_N384,passive,Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,186,0.1218187774501382,0.7508117415751691,0.891409575326392,-0.1405978337512229,0.1405978337512229,-0.1577252899709346,0.1577252899709346,-0.8020986654901444,False,Deterministic uncertainty-design rows; not biological samples.,15.344403457215783,0.0826554336130548,54.649774863313446,448.6153613360815,,,0.9950252159774114,0.100507550335896,,,,164.42302917861784,14.828854405617632,0.0901872108773071,0.9819810812226974,0.3323729962665125,1082,0.3450458431003228,low,-0.9142857633087649,1.7375883771581453,2.65187414046691,2.2159626449848093,1.1711076011607975,-1.044855043824012,-0.47837426782666426,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_187,progressive_uncertainty_N384,passive,Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,187,0.1470497362727578,0.8030907119002213,0.8718017784036256,-0.0687110665034043,0.0687110665034043,-0.0788150107117498,0.0788150107117498,-1.1033910610834352,False,Deterministic uncertainty-design rows; not biological samples.,16.946495661510415,0.0772026627580479,41.21447123740717,280.27572358892075,,,1.297815358352898,0.1290981656309678,,,,168.08323001854757,15.949467756276675,0.0948902978275506,1.1191386792918985,0.2452027559968906,1083,0.40154945598074576,low,-0.8325357500442884,1.615049732418242,2.4475854824625305,2.2255243852198445,1.2027461949562819,-1.022778190263563,-0.6104746528016028,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_188,progressive_uncertainty_N384,passive,Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,188,0.0463330196385128,0.9166212399500272,0.955718668178397,-0.0390974282283698,0.0390974282283698,-0.0409089301382902,0.0409089301382902,-1.3881818781430963,False,Deterministic uncertainty-design rows; not biological samples.,9.91763586302994,0.0769427297624582,15.182599642855129,327.6842252309208,,,0.589252649282432,0.1227096227583673,,,,166.21061912755263,12.783225215507215,0.0769097984389142,0.6794845996923702,0.0913455453240551,1084,0.2914961662733796,low,-1.3341093948193246,1.1813461400630114,2.515455534882335,2.2206587672289086,1.1066404404096257,-1.114018326819283,-1.0393126271658975,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_189,progressive_uncertainty_N384,passive,Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,189,0.1285395978576747,0.8117232515953423,0.8861009413389804,-0.0743776897436381,0.0743776897436381,-0.0839381680728682,0.0839381680728682,-1.0760405133771656,False,Deterministic uncertainty-design rows; not biological samples.,9.833680983735931,0.0810631469597635,38.48954981173441,299.4372975583129,,,1.3341566273132033,0.1335445018793389,,,,165.863990293925,15.785129145257937,0.0951691148710781,0.6136477828137182,0.2320548887285762,1085,0.4976475022061696,low,-0.8909630631347056,1.585342831452529,2.4763058945872345,2.2197521092664108,1.1982481394017204,-1.0215039698646904,-0.6344092778138817,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_190,progressive_uncertainty_N384,passive,Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,190,0.1363349551425788,0.7804227593599715,0.8800222112981885,-0.0995994519382169,0.0995994519382169,-0.1131783387504392,0.1131783387504392,-0.9462366849970172,False,Deterministic uncertainty-design rows; not biological samples.,22.54072549482524,0.0751025151944707,46.49312211498995,341.0212888277078,,,0.856311283286923,0.095797434167723,,,,165.16354780413695,13.160426059839407,0.0796811780493235,1.698947949778793,0.2814974777008598,1086,0.4475018197390057,low,-0.8653927804143992,1.6673887109880898,2.532781491402489,2.217914203187957,1.119269949493893,-1.0986442536940646,-0.5505254921998674,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_191,progressive_uncertainty_N384,passive,Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,191,0.11440341527974,0.8396915157966243,0.8973411121043431,-0.0576495963077188,0.0576495963077188,-0.0642449070148201,0.0642449070148201,-1.1921612951255334,False,Deterministic uncertainty-design rows; not biological samples.,8.504674126198402,0.0626057783485842,31.704389190283585,277.1279958099134,,,1.0043921982134631,0.1020105708497197,,,,166.33450077514618,11.884187346634157,0.0714475186521851,0.526804573879498,0.1906062124366015,1087,0.43418818598515174,low,-0.9415610103768625,1.5011193905826037,2.442680400959466,2.220982339070609,1.074969489561119,-1.1460128495094901,-0.7198629484880058,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_192,progressive_uncertainty_N384,passive,Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,192,0.1766450286774454,0.7222219131972221,0.8498739854652722,-0.1276520722680501,0.1276520722680501,-0.1502011762345751,0.1502011762345751,-0.8233266663319488,False,Deterministic uncertainty-design rows; not biological samples.,17.68979974076229,0.0694107163013405,63.24303909385175,358.02331697278515,,,0.8728326217760023,0.0817156129584165,,,,164.98577896293546,13.302951493919066,0.0806308978721591,1.1292225086657397,0.3833241840077591,1088,0.38732828772411654,low,-0.752898580410475,1.8010127314369084,2.5539113118473833,2.2174465115830375,1.1239480075321244,-1.0934985040509133,-0.4164337801461295,head size recovered from source row
